"location","context","source","target"
"digcomp.outcome.LO2.2.14","Learning outcome LO2.2.14","Acknowledge the value of sharing digital information and content to assist others, such as through Open Educational Resources (OER).","De waarde inzien van het delen van digitale informatie en content om anderen te helpen, bijvoorbeeld via Open Educational Resources (OER)."
"digcomp.outcome.LO2.2.15","Learning outcome LO2.2.15","Effectively and ethically share information and content in digital environments to support personal, learning or professional goals of oneself and others.","Informatie en content op een effectieve en ethische manier delen in digitale omgevingen ter ondersteuning van persoonlijke, leer- of professionele doelen van zichzelf en anderen."
"digcomp.outcome.LO2.2.16","Learning outcome LO2.2.16","Advise others on effective and ethical ways to share information and content in digital environments.","Anderen adviseren over effectieve en ethische manieren om informatie en content te delen in digitale omgevingen."
"digcomp.outcome.LO2.2.17","Learning outcome LO2.2.17","Explore new and alternative means for complex sharing information and content in digital environments.","Nieuwe en alternatieve middelen verkennen voor het complex delen van informatie en content in digitale omgevingen."
"digcomp.outcome.LO2.2.18","Learning outcome LO2.2.18","Facilitate complex sharing of information and content across a variety of digital technologies.","Complex delen van informatie en content over verschillende digitale technologieën heen faciliteren."
"digcomp.outcome.LO2.2.19","Learning outcome LO2.2.19","Contribute to complex or specialised initiatives for sharing information and content in digital environments.","Bijdragen aan complexe of gespecialiseerde initiatieven voor het delen van informatie en content in digitale omgevingen."
"digcomp.outcome.LO2.2.20","Learning outcome LO2.2.20","Lead or contribute to improvements in or new solutions for sharing complex information and content in digital environments.","Leiden van of bijdragen aan verbeteringen in of nieuwe oplossingen voor het delen van complexe informatie en content in digitale omgevingen."
"digcomp.outcome.LO2.3.01","Learning outcome LO2.3.01","Acknowledge the potential benefits of digital technologies for one's own and others empowerment and participation.","De potentiële voordelen inzien van digitale technologie voor de eigen empowerment en participatie en die van anderen."
"digcomp.outcome.LO2.3.02","Learning outcome LO2.3.02","Recognise digital citizenship as the ability to participate actively and responsibly in communities through engagement with digital technologies.","Digitaal burgerschap herkennen als het vermogen om actief en verantwoordelijk deel te nemen aan gemeenschappen door betrokkenheid bij digitale technologie."
"digcomp.outcome.LO2.3.03","Learning outcome LO2.3.03","Identify examples of civic participation in digital environments.","Voorbeelden herkennen van maatschappelijke participatie in digitale omgevingen."
"digcomp.outcome.LO2.3.04","Learning outcome LO2.3.04","Recognise that digital technologies - including difficulties in accessing them - can exclude certain groups or individuals.","Herkennen dat digitale technologie - inclusief moeilijkheden bij de toegang ertoe - bepaalde groepen of individuen kunnen uitsluiten."
"digcomp.outcome.LO2.3.05","Learning outcome LO2.3.05","Recognise that there are laws and regulations to protect the rights of users of digital platforms and services.","Herkennen dat er wetten en regels zijn om de rechten van gebruikers van digitale platforms en diensten te beschermen."
"digcomp.outcome.LO2.3.06","Learning outcome LO2.3.06","Identify main purposes and functions of (personally relevant) digital platforms and services.","De belangrijkste doelen en functies herkennen van (persoonlijk relevante) digitale platforms en diensten."
"digcomp.outcome.LO2.3.07","Learning outcome LO2.3.07","Recognise that individuals can play an active role in reviewing or improving online products and services.","Herkennen dat individuen een actieve rol kunnen spelen bij het beoordelen of verbeteren van online producten en diensten."
"digcomp.outcome.LO2.3.08","Learning outcome LO2.3.08","Use digital tools to search for and find communities for civic participation on issues of interest.","Digitale tools gebruiken om te zoeken naar en het vinden van gemeenschappen voor maatschappelijke participatie over onderwerpen van belang."
"digcomp.outcome.LO2.3.09","Learning outcome LO2.3.09","Use (personally relevant) digital platforms and services, seeking assistance as needed.","(Persoonlijk relevante) digitale platforms en diensten gebruiken, indien nodig hulp zoekend."
"digcomp.outcome.LO2.3.10","Learning outcome LO2.3.10","Prioritise the exploration of ways that digital technologies can enhance one's civic and societal participation.","Prioriteit geven aan het verkennen van manieren waarop digitale technologie de eigen maatschappelijke participatie kunnen versterken."
"digcomp.outcome.LO2.3.11","Learning outcome LO2.3.11","Acknowledge the importance of identifying excluded or marginalised people and groups in digital environments.","Het belang inzien van het herkennen van uitgesloten of gemarginaliseerde mensen en groepen in digitale omgevingen."
"digcomp.outcome.LO2.3.12","Learning outcome LO2.3.12","Participate in discussions on digital citizenship topics.","Deelnemen aan discussies over onderwerpen die te maken hebben met digitaal burgerschap."
"digcomp.outcome.LO2.3.13","Learning outcome LO2.3.13","Recognise that digital participation is the active involvement in society through the use of digital technologies.","Herkennen dat digitale participatie de actieve betrokkenheid bij de samenleving is door het gebruik van digitale technologie."
"digcomp.outcome.LO2.3.14","Learning outcome LO2.3.14","Recognise that civic participation occurs along a continuum.","Herkennen dat maatschappelijke participatie plaatsvindt op een continuüm."
"digcomp.outcome.LO2.3.15","Learning outcome LO2.3.15","Recognise key freedoms, rights and responsibilities of individuals under relevant digital laws and regulations.","Belangrijke vrijheden, rechten en verantwoordelijkheden van individuen herkennen onder relevante digitale wetten en regels."
"digcomp.outcome.LO2.3.16","Learning outcome LO2.3.16","Define how to exercise key rights in digital environments.","Definiëren hoe belangrijke rechten uit te oefenen in digitale omgevingen."
"digcomp.outcome.LO2.3.17","Learning outcome LO2.3.17","Describe the concept of the platform economy, including opportunities, risks, social and ethical implications.","Het concept van de platformeconomie beschrijven, inclusief kansen, risico's, sociale en ethische implicaties."
"digcomp.outcome.LO2.3.18","Learning outcome LO2.3.18","Describe the concept and functions of civic monitoring.","Het concept en de functies van maatschappelijke monitoring beschrijven."
"digcomp.outcome.LO2.3.19","Learning outcome LO2.3.19","Describe the concept and functions of e-Government.","Het concept en de functies van e-overheid beschrijven."
"digcomp.outcome.LO2.3.20","Learning outcome LO2.3.20","Describe how digital technologies such as social media platforms can influence some aspects of basic democracy (for example, distortion of the electoral process).","Beschrijven hoe digitale technologie zoals sociale mediaplatforms bepaalde aspecten van de basisdemocratie kunnen beïnvloeden (bijvoorbeeld door beïnvloeding van het verkiezingsproces)."
"digcomp.outcome.LO2.3.21","Learning outcome LO2.3.21","Interact autonomously and effectively with digital platforms and services.","Autonoom en effectief interageren met digitale platforms en diensten."
"digcomp.outcome.LO2.3.22","Learning outcome LO2.3.22","Assess opportunities, risks, social and ethical implications of the platform economy.","Kansen, risico's, sociale en ethische implicaties van de platformeconomie beoordelen."
"digcomp.outcome.LO2.3.23","Learning outcome LO2.3.23","Prioritise the continual exploration of ways in which digital technologies can support empowerment or civic participation.","Prioriteit geven aan het voortdurend verkennen van manieren waarop digitale technologie empowerment of maatschappelijke participatie kunnen ondersteunen."
"digcomp.outcome.LO2.3.24","Learning outcome LO2.3.24","Participate in discussions on digital technologies' ethical, political and social implications.","Deelnemen aan discussies over de ethische, politieke en sociale implicaties van digitale technologie."
"digcomp.outcome.LO2.3.25","Learning outcome LO2.3.25","Distinguish between high-risk and prohibited AI systems (according to legislation).","Onderscheid maken tussen hoogrisico en verboden AI-systemen (volgens wetgeving)."
"digcomp.outcome.LO2.3.26","Learning outcome LO2.3.26","Describe potential societal, political or economic impacts of prohibited and high-risk AI systems.","Mogelijke maatschappelijke, politieke of economische effecten van verboden en hoogrisico AI-systemen beschrijven."
"digcomp.outcome.LO2.3.27","Learning outcome LO2.3.27","Assess the potential of digital technologies for inclusion, exclusion, and civic intervention in a given context.","Het potentieel van digitale technologie voor inclusie, uitsluiting en maatschappelijke interventie in een bepaalde context beoordelen."
"digcomp.outcome.LO2.3.28","Learning outcome LO2.3.28","Assess a range of ways in which digital technologies such as social media platforms can influence democratic processes.","Een reeks manieren beoordelen waarop digitale technologie zoals sociale mediaplatforms democratische processen kunnen beïnvloeden."
"digcomp.outcome.LO2.3.29","Learning outcome LO2.3.29","Assist others to identify opportunities and participate in digital environments for (self or community) empowerment and participation.","Anderen helpen bij het herkennen van kansen en het participeren in digitale omgevingen voor empowerment en participatie (van zichzelf of de gemeenschap)."
"digcomp.outcome.LO2.3.30","Learning outcome LO2.3.30","Support others to inform themselves about and exercise their rights under digital legislation.","Anderen ondersteunen bij het zich informeren over en het uitoefenen van hun rechten onder digitale wetgeving."
"digcomp.outcome.LO2.3.31","Learning outcome LO2.3.31","Stay informed about individuals' freedoms, rights and responsibilities with evolving digital technologies and legislative developments.","Op de hoogte blijven van vrijheden, rechten en verantwoordelijkheden van individuen bij evoluerende digitale technologie en wetsontwikkelingen."
"digcomp.outcome.LO2.3.32","Learning outcome LO2.3.32","Evaluate multiple impacts of digital technologies on society, political processes or the economy from a range of perspectives.","Meerdere effecten van digitale technologie op de samenleving, politieke processen of de economie evalueren vanuit verschillende perspectieven."
"digcomp.outcome.LO2.3.33","Learning outcome LO2.3.33","Assist others to comprehend the main provisions of digital legislation, given a specific context.","Anderen helpen de belangrijkste bepalingen van digitale wetgeving te begrijpen, gegeven een specifieke context."
"digcomp.outcome.LO2.3.34","Learning outcome LO2.3.34","Lead or design digital citizenship initiatives, for example to promote participation, inclusion or empowerment.","Leiding geven aan of ontwerpen van digitale burgerschapsinitiatieven, bijvoorbeeld om participatie, inclusie of empowerment te bevorderen."
"digcomp.outcome.LO2.4.01","Learning outcome LO2.4.01","Acknowledge the importance of effective communication skills for successful collaboration in digital environments.","Het belang inzien van effectieve communicatieve vaardigheden voor succesvolle samenwerking in digitale omgevingen."
"digcomp.outcome.LO2.4.02","Learning outcome LO2.4.02","Recognise main benefits and limitations of digital collaboration tools.","Belangrijkste voordelen en beperkingen herkennen van digitale samenwerkingstools."
"digcomp.outcome.LO2.4.03","Learning outcome LO2.4.03","Recognise the presence of AI systems in digital collaboration tools.","De aanwezigheid van AI-systemen in digitale samenwerkingstools herkennen."
"digcomp.outcome.LO2.4.04","Learning outcome LO2.4.04","Participate in collaborative groups via digital collaboration tools.","Deelnemen aan samenwerkingsgroepen via digitale samenwerkingstools."
"digcomp.outcome.LO2.4.05","Learning outcome LO2.4.05","Take account of different perspectives to help achieve a common goal in digital environments.","Rekening houden met verschillende perspectieven om te helpen een gemeenschappelijk doel te bereiken in digitale omgevingen."
"digcomp.outcome.LO2.4.06","Learning outcome LO2.4.06","Identify main features and functions of a variety of digital collaboration tools.","Belangrijkste kenmerken en functies van verschillende digitale samenwerkingstools herkennen."
"digcomp.outcome.LO2.4.07","Learning outcome LO2.4.07","Recognise the functions, benefits and limitations of AI system functionalities in some digital collaboration tools.","De functies, voordelen en beperkingen herkennen van AI-systeemfunctionaliteiten in sommige digitale samenwerkingstools."
"digcomp.outcome.LO2.4.08","Learning outcome LO2.4.08","Identify examples of ethical, responsible and effective human-AI collaboration.","Voorbeelden herkennen van ethische, verantwoordelijke en effectieve samenwerking tussen mens en AI."
"digcomp.outcome.LO2.4.09","Learning outcome LO2.4.09","Select digital collaboration tools that meet collaboration goals.","Digitale samenwerkingstools selecteren die passen bij de samenwerkingsdoelen."
"digcomp.outcome.LO2.4.10","Learning outcome LO2.4.10","Create and manage simple collaborative tasks using digital collaboration tools.","Eenvoudige samenwerkingstaken creëren en beheren met behulp van digitale samenwerkingstools."
"digcomp.outcome.LO2.4.11","Learning outcome LO2.4.11","Contribute effectively to simple collaborative tasks in digital environments.","Effectief bijdragen aan eenvoudige samenwerkingstaken in digitale omgevingen."
"digcomp.outcome.LO2.4.12","Learning outcome LO2.4.12","Prioritise a good fit between how digital collaboration tools are used and the preferences of individuals involved in collaboration.","Prioriteit geven aan een goede afstemming tussen het gebruik van digitale samenwerkingstools en de voorkeuren van de betrokken individuen."
"digcomp.outcome.LO2.4.13","Learning outcome LO2.4.13","Ensure appropriate and ethical use of digital technologies including AI systems for collaborative tasks.","Zorgen voor passend en ethisch gebruik van Digitale technologie, waaronder AI-systemen voor samenwerkingsactiviteiten."
"digcomp.outcome.LO2.4.14","Learning outcome LO2.4.14","Use and combine a variety of digital collaboration tools that meet the needs of projects, tasks and groups.","Verschillende digitale samenwerkingstools gebruiken en combineren die voldoen aan de behoeften van projecten, taken en groepen."
"digcomp.outcome.LO2.4.15","Learning outcome LO2.4.15","Help others to develop their capabilities to collaborate in digital environments.","Anderen helpen bij het ontwikkelen van hun vaardigheden om samen te werken in digitale omgevingen."
"digcomp.outcome.LO2.4.16","Learning outcome LO2.4.16","Assess ethical and practical aspects of human-AI collaboration techniques for a given purpose.","Ethische en praktische aspecten van mens-AI-samenwerkingstechnieken voor een bepaald doel beoordelen."
"digcomp.outcome.LO2.4.17","Learning outcome LO2.4.17","Lead collaboration in digital environments.","Leiding geven aan samenwerking in digitale omgevingen."
"digcomp.outcome.LO2.4.18","Learning outcome LO2.4.18","Stay informed about developments in collaborative practices in digital environments.","Op de hoogte blijven van ontwikkelingen in samenwerkingspraktijken in digitale omgevingen."
"digcomp.outcome.LO2.4.19","Learning outcome LO2.4.19","Promote and support proportionate, ethical and effective use of digital technologies, including AI systems, in collaborations.","Proportioneel, ethisch en effectief gebruik van digitale technologie, inclusief AI-systemen, in samenwerkingen bevorderen en ondersteunen."
"digcomp.outcome.LO2.4.20","Learning outcome LO2.4.20","Design complex or specialised strategies for collaboration in digital environments.","Complexe of gespecialiseerde strategieën voor samenwerking in digitale omgevingen ontwerpen."
"digcomp.outcome.LO2.4.21","Learning outcome LO2.4.21","Assist others to develop capabilities to lead collaboration in digital environments.","Anderen helpen bij het ontwikkelen van vaardigheden om leiding te geven aan samenwerking in digitale omgevingen."
"digcomp.outcome.LO2.4.22","Learning outcome LO2.4.22","Lead or contribute to improvements in or new solutions for human-AI collaboration.","Leiden van of bijdragen aan verbeteringen in of nieuwe oplossingen voor mens-AI-samenwerking."
"digcomp.outcome.LO2.5.01","Learning outcome LO2.5.01","Acknowledge the importance of giving space to the opinions of others in digital environments.","Het belang inzien van het geven van ruimte aan de meningen van anderen in digitale omgevingen."
"digcomp.outcome.LO2.5.02","Learning outcome LO2.5.02","Identify differences in verbal and non-verbal behaviours in digital and non-digital environments.","Verschillen herkennen in verbaal en non-verbaal gedrag in digitale en niet-digitale omgevingen."
"digcomp.outcome.LO2.5.03","Learning outcome LO2.5.03","Recognise that there are cultural and contextual differences in verbal and non-verbal communication in digital environments.","Herkennen dat er culturele en contextuele verschillen zijn in verbale en non-verbale communicatie in digitale omgevingen."
"digcomp.outcome.LO2.5.04","Learning outcome LO2.5.04","Recognise that some behaviour in digital environments may not be acceptable to others, and/or may have legal consequences.","Herkennen dat bepaald gedrag in digitale omgevingen mogelijk niet acceptabel is voor anderen en/of juridische gevolgen kan hebben."
"digcomp.outcome.LO2.5.05","Learning outcome LO2.5.05","Use appropriate tone and visual expression such as emoji in formal and non-formal digital environments.","Passende toon en visuele expressie zoals emoji gebruiken in formele en informele digitale omgevingen."
"digcomp.outcome.LO2.5.06","Learning outcome LO2.5.06","Prioritise digital behaviours that support inclusion and a positive digital reputation of oneself and others.","Prioriteit geven aan digitaal gedrag dat inclusie en een positieve digitale reputatie van zichzelf en anderen ondersteunt."
"digcomp.outcome.LO2.5.07","Learning outcome LO2.5.07","Identify key rights and responsibilities of children and adults in relation to digital behaviour.","De belangrijkste rechten en verantwoordelijkheden van kinderen en volwassenen met betrekking tot digitaal gedrag herkennen."
"digcomp.outcome.LO2.5.08","Learning outcome LO2.5.08","Describe the relationship between digital behaviour and digital reputation.","De relatie tussen digitaal gedrag en digitale reputatie beschrijven."
"digcomp.outcome.LO2.5.09","Learning outcome LO2.5.09","Identify key rights and responsibilities of children and adults in relation to digital behaviour.","De belangrijkste rechten en verantwoordelijkheden van kinderen en volwassenen met betrekking tot digitaal gedrag herkennen."
"digcomp.outcome.LO2.5.10","Learning outcome LO2.5.10","Use respectful and inclusive tone and visual expression such as emoji in formal and non-formal digital environments.","Een respectvolle en inclusieve toon en visuele expressie zoals emoji gebruiken in formele en informele digitale omgevingen."
"digcomp.outcome.LO2.5.11","Learning outcome LO2.5.11","Promote and support inclusive and respectful behaviour in digital environments.","Inclusief en respectvol gedrag in digitale omgevingen bevorderen en ondersteunen."
"digcomp.outcome.LO2.5.12","Learning outcome LO2.5.12","Distinguish between ethical, legal and illegal behaviours in digital environments, recognising that these distinctions may be complex.","Onderscheid maken tussen ethisch, legaal en illegaal gedrag in digitale omgevingen, erkennend dat deze onderscheiden complex kunnen zijn."
"digcomp.outcome.LO2.5.13","Learning outcome LO2.5.13","Identify types of abuse that can occur in digital environments, including affected groups and potential impacts.","Soorten misbruik herkennen die in digitale omgevingen kunnen voorkomen, inclusief getroffen groepen en mogelijke effecten."
"digcomp.outcome.LO2.5.14","Learning outcome LO2.5.14","Describe ways in which abuse in digital environments can be reported and tackled.","Manieren beschrijven waarop misbruik in digitale omgevingen kan worden gemeld en aangepakt."
"digcomp.outcome.LO2.5.15","Learning outcome LO2.5.15","Respond with effective and respective communication and behaviour to difficult or complex situations in digital environments.","Met effectieve en respectvolle communicatie en gedrag reageren op moeilijke of complexe situaties in digitale omgevingen."
"digcomp.outcome.LO2.5.16","Learning outcome LO2.5.16","Assess ethical and legal/illegal aspects of behaviour in digital environments in a specific context.","Ethische en legale/illegale aspecten van gedrag in digitale omgevingen in een specifieke context beoordelen."
"digcomp.outcome.LO2.5.17","Learning outcome LO2.5.17","Analyse patterns and potential impacts of abuse of specific groups in digital environments.","Patronen en mogelijke effecten van misbruik van specifieke groepen in digitale omgevingen analyseren."
"digcomp.outcome.LO2.5.18","Learning outcome LO2.5.18","Support others to develop their capacities for inclusive and respectful behaviour in digital environments.","Anderen ondersteunen bij het ontwikkelen van hun vaardigheden voor inclusief en respectvol gedrag in digitale omgevingen."
"digcomp.outcome.LO2.5.19","Learning outcome LO2.5.19","Stay informed about developments in policies and legislation relating to behaviour in digital environments.","Op de hoogte blijven van ontwikkelingen in beleid en wetgeving met betrekking tot gedrag in digitale omgevingen."
"digcomp.outcome.LO2.5.20","Learning outcome LO2.5.20","Assist others to understand key rights and responsibilities under policies and legislation relating to digital behaviour in a given context.","Anderen helpen belangrijke rechten en verantwoordelijkheden te begrijpen onder beleid en wetgeving met betrekking tot digitaal gedrag in een bepaalde context."
"digcomp.outcome.LO2.5.21","Learning outcome LO2.5.21","Lead or contribute to digital behaviour policies or initiatives.","Leiden van of bijdragen aan beleid of initiatieven op het gebied van digitaal gedrag."
"digcomp.outcome.LO2.6.01","Learning outcome LO2.6.01","Acknowledge the benefits of implementing measures to help manage one's digital identity.","De voordelen inzien van het implementeren van maatregelen om de eigen digitale identiteit te helpen beheren."
"digcomp.outcome.LO2.6.02","Learning outcome LO2.6.02","Recognise features of physical and digital identities.","Kenmerken van fysieke en digitale identiteiten herkennen."
"digcomp.outcome.LO2.6.03","Learning outcome LO2.6.03","Identify aspects of physical identity that can be linked to digital identity.","Aspecten van fysieke identiteit herkennen die gekoppeld kunnen worden aan digitale identiteit."
"digcomp.outcome.LO2.6.04","Learning outcome LO2.6.04","Recognise digital identity as both a method to authenticate (verify) an individual and the data generated by an individual's online activities.","Digitale identiteit herkennen als zowel een methode om een individu te authenticeren (verifiëren) als de data gegenereerd door de online activiteiten van een individu."
"digcomp.outcome.LO2.6.05","Learning outcome LO2.6.05","Identify common forms and uses of digital identity.","Veelvoorkomende vormen en toepassingen van digitale identiteit herkennen."
"digcomp.outcome.LO2.6.06","Learning outcome LO2.6.06","Recognise that information on the internet can persist over time.","Herkennen dat informatie op het internet in de loop van de tijd kan blijven bestaan."
"digcomp.outcome.LO2.6.07","Learning outcome LO2.6.07","Recognise the concept and components of a digital footprint.","Het concept en de componenten van een digitale voetafdruk herkennen."
"digcomp.outcome.LO2.6.08","Learning outcome LO2.6.08","Recognise that digital identity protection laws protect individuals' data and privacy.","Herkennen dat wetten voor de bescherming van digitale identiteit de data en privacy van individuen beschermen."
"digcomp.outcome.LO2.6.09","Learning outcome LO2.6.09","Identify simple measures such as limiting tracking and deleting browsing history to manage digital identity.","Breng eenvoudige maatregelen in kaart, zoals het beperken van tracking en het verwijderen van de browsergeschiedenis, om de digitale identiteit te beheren."
"digcomp.outcome.LO2.6.10","Learning outcome LO2.6.10","Implement simple measures such as limiting tracking and deleting browsing history to manage digital identity.","Neem eenvoudige maatregelen, zoals het beperken van tracking en het verwijderen van de browsergeschiedenis, om de digitale identiteit te beheren."
"digcomp.outcome.LO2.6.11","Learning outcome LO2.6.11","Acknowledge the importance of one's own role and rights in the management of digital identity.","Het belang inzien van de eigen rol en rechten bij het beheer van de digitale identiteit."
"digcomp.outcome.LO2.6.12","Learning outcome LO2.6.12","Describe the relationships between digital footprint, digital reputation and digital identity.","De relaties beschrijven tussen digitale voetafdruk, digitale reputatie en digitale identiteit."
"digcomp.outcome.LO2.6.13","Learning outcome LO2.6.13","Identify examples of actively and passively generated information in relation to digital identity.","Voorbeelden herkennen van actief en passief gegenereerde informatie in relatie tot digitale identiteit."
"digcomp.outcome.LO2.6.14","Learning outcome LO2.6.14","Describe ways in which the scope of one's digital identity can be analysed.","Manieren beschrijven waarop de reikwijdte van de eigen digitale identiteit kan worden geanalyseerd."
"digcomp.outcome.LO2.6.15","Learning outcome LO2.6.15","Identify features and functions used to manage digital identity, such as settings on devices and apps, online accounts, activity tracking and social media platforms.","Kenmerken en functies herkennen die worden gebruikt om de digitale identiteit te beheren, zoals instellingen op apparaten en apps, online accounts, activiteitstracking en sociale mediaplatforms."
"digcomp.outcome.LO2.6.16","Learning outcome LO2.6.16","Use information on the scope of one's own digital identity to guide actions on digital identity management.","Informatie over de reikwijdte van de eigen digitale identiteit gebruiken om acties op het gebied van identiteitsbeheer te sturen."
"digcomp.outcome.LO2.6.17","Learning outcome LO2.6.17","Adjust settings on devices and apps, online accounts and activity tracking to help manage one’s digital identity.","Instellingen aanpassen op apparaten en apps, online accounts en activiteitstracking om de eigen digitale identiteit te helpen beheren."
"digcomp.outcome.LO2.6.18","Learning outcome LO2.6.18","Curate and manage one or more digital identities using a variety of features and functionalities on digital platform(s) or service(s).","Een of meer digitale identiteiten cureren en beheren met behulp van verschillende kenmerken en functionaliteiten op digitale platform(s) of diensten."
"digcomp.outcome.LO2.6.19","Learning outcome LO2.6.19","Prioritise the assessment of one's digital identity on an ongoing basis.","Prioriteit geven aan de doorlopende beoordeling van de eigen digitale identiteit."
"digcomp.outcome.LO2.6.20","Learning outcome LO2.6.20","Recognise the relationship between digital technological developments and digital identity management.","De relatie herkennen tussen digitale technologische ontwikkelingen en het beheer van de digitale identiteit."
"digcomp.outcome.LO2.6.21","Learning outcome LO2.6.21","Describe ways to exercise rights on issues relating to digital identity.","Manieren beschrijven om rechten uit te oefenen op het gebied van digitale identiteit."
"digcomp.outcome.LO2.6.22","Learning outcome LO2.6.22","Describe ways in which AI systems are used in digital identity management.","Manieren beschrijven waarop AI-systemen worden gebruikt bij het beheer van digitale identiteit."
"digcomp.outcome.LO2.6.23","Learning outcome LO2.6.23","Implement a variety of processes to manage digital identity across a range of digital environments.","Verschillende processen implementeren om de digitale identiteit over een reeks digitale omgevingen te beheren."
"digcomp.outcome.LO2.6.24","Learning outcome LO2.6.24","Assess benefits, social and ethical implications of the use of AI systems in digital identity management.","Voordelen, sociale en ethische implicaties van het gebruik van AI-systemen bij het beheer van digitale identiteit beoordelen."
"digcomp.outcome.LO2.6.25","Learning outcome LO2.6.25","Curate and manage digital identities for personal, professional and/or organisational purposes across a variety of platforms and services.","Digitale identiteiten cureren en beheren voor persoonlijke, professionele en/of organisatorische doeleinden over verschillende platforms en diensten."
"digcomp.outcome.LO2.6.26","Learning outcome LO2.6.26","Assist others with basic digital identity management.","Anderen helpen bij het basisbeheer van hun digitale identiteit."
"digcomp.outcome.LO2.6.27","Learning outcome LO2.6.27","Stay informed about developments in digital technologies in relation digital identity management.","Op de hoogte blijven van ontwikkelingen in digitale technologie in relatie tot het beheer van de digitale identiteit."
"digcomp.outcome.LO2.6.28","Learning outcome LO2.6.28","Support others to deepen their capabilities in the management and curation of digital identities.","Anderen ondersteunen bij het verdiepen van hun vaardigheden in het beheer en de curatie van digitale identiteiten."
"digcomp.outcome.LO2.6.29","Learning outcome LO2.6.29","Advise others on complex aspects of digital identity management and rights.","Anderen adviseren over complexe aspecten van het beheer van digitale identiteit en bijbehorende rechten."
"digcomp.outcome.LO3.1.01","Learning outcome LO3.1.01","Acknowledge the benefits of exploring a variety of digital content creation tools to support content creation goals.","De voordelen inzien van het verkennen van verschillende tools voor het creëren van digitale content ter ondersteuning van contentcreatiedoelen."
"digcomp.outcome.LO3.1.02","Learning outcome LO3.1.02","Acknowledge the importance of digital content that is accessible and inclusive.","Het belang inzien van digitale content die toegankelijk en inclusief is."
"digcomp.outcome.LO3.1.03","Learning outcome LO3.1.03","Identify common types of digital content and their associated file formats.","Veelvoorkomende soorten digitale content en hun bijbehorende bestandsformaten herkennen."
"digcomp.outcome.LO3.1.04","Learning outcome LO3.1.04","Identify common operational functions across digital content creation tools.","Veelvoorkomende operationele functies herkennen binnen tools voor het creëren van digitale content."
"digcomp.outcome.LO3.1.05","Learning outcome LO3.1.05","Distinguish between accessible digital content and inclusive digital content.","Onderscheid maken tussen toegankelijke digitale content en inclusieve digitale content."
"digcomp.outcome.LO3.1.06","Learning outcome LO3.1.06","Recognise that while AI systems can generate and integrate digital content, humans are essential to ensure ethical, responsible, and context-appropriate outputs.","Herkennen dat AI-systemen weliswaar digitale content kunnen genereren en integreren, maar dat mensen essentieel zijn om ethische, verantwoordelijke en context-passende outputs te waarborgen."
"digcomp.outcome.LO3.1.07","Learning outcome LO3.1.07","Recognise that generative AI is a particular type of AI and is one of various digital technologies that can be used to support content creation.","Herkennen dat generatieve AI een specifiek type AI is en een van de verschillende digitale technologieën die gebruikt kunnen worden om contentcreatie te ondersteunen."
"digcomp.outcome.LO3.1.08","Learning outcome LO3.1.08","Use basic features of digital content creation tools to create and edit digital content (text, image, video and/or audio).","Basiskenmerken van tools voor het creëren van digitale content gebruiken om digitale content te creëren en te bewerken (tekst, afbeelding, video en/of audio)."
"digcomp.outcome.LO3.1.09","Learning outcome LO3.1.09","Purposefully explore features and functions of digital content creation tools to deepen content creation capabilities.","Doelgericht kenmerken en functies van tools voor het creëren van digitale content verkennen om contentcreatievaardigheden te verdiepen."
"digcomp.outcome.LO3.1.10","Learning outcome LO3.1.10","Describe benefits, limitations and ethical considerations in the use of digital technologies such as AI systems for content creation.","Voordelen, beperkingen en ethische overwegingen beschrijven bij het gebruik van digitale technologie zoals AI-systemen voor contentcreatie."
"digcomp.outcome.LO3.1.11","Learning outcome LO3.1.11","Define strategies such as templates or appropriate sequencing of steps that enable efficient digital content creation.","Bepaal strategieën zoals sjablonen of een passende volgorde van stappen die zorgen voor een efficiënte creatie van digitale content."
"digcomp.outcome.LO3.1.12","Learning outcome LO3.1.12","Use a variety of digital content creation tools to create and edit digital content (text, image, video and/or audio).","Verschillende tools voor het creëren van digitale content gebruiken om digitale content te creëren en te bewerken (tekst, afbeelding, video en/of audio)."
"digcomp.outcome.LO3.1.13","Learning outcome LO3.1.13","Assess inclusivity and/or accessibility needs of the audience for which digital content is being created.","De behoeften op het gebied van inclusiviteit en/of toegankelijkheid beoordelen van het publiek waarvoor digitale content wordt gecreëerd."
"digcomp.outcome.LO3.1.14","Learning outcome LO3.1.14","Edit digital content to enhance accessibility and meet audience needs.","Digitale content bewerken om de toegankelijkheid te verbeteren en te voldoen aan de behoeften van het publiek."
"digcomp.outcome.LO3.1.15","Learning outcome LO3.1.15","Apply strategies such as templates or appropriate sequencing of steps that enable efficient digital content creation.","Pas strategieën toe, zoals sjablonen of een juiste volgorde van stappen die de efficiënte creatie van digitale content mogelijk maken."
"digcomp.outcome.LO3.1.16","Learning outcome LO3.1.16","Interact with AI systems purposefully, selectively and ethically to support digital content creation.","Doelgericht, selectief en ethisch interageren met AI-systemen ter ondersteuning van de creatie van digitale content."
"digcomp.outcome.LO3.1.17","Learning outcome LO3.1.17","Acknowledge the importance of assessing capabilities, constraints and ethical aspects of digital content creation tools to ensure appropriate selection and use.","Het belang inzien van het beoordelen van mogelijkheden, beperkingen en ethische aspecten van tools voor het creëren van digitale content om een passende selectie en gebruik te waarborgen."
