"location","context","source","target"
"doc.annexes/annex-2-digcomp-3-0-learning-outcomes/a2-1-features/a2-2-practical-considerations.para.p1027-p1034.f738612c09","section=annexes/annex-2-digcomp-3-0-learning-outcomes/a2-1-features/a2-2-practical-considerations;kind=paragraph_block;span=p1027-p1034;hash=f738612c09","It is good practice to be transparent about how DigComp 3.0 learning outcomes have been used or adapted. For example, percentage coverage of learning outcomes by competence and proficiency level can give transparency, trust and credibility to an initiative. More generally, it is good practice to document adaptations to suit the particular purpose.

Some of the learning outcomes, as well as the competence descriptions for the proficiency levels shown in Section 3, are labelled as AI-explicit or AI-implicit (see Section 2.6). It is recommended to consider AI-related learning outcomes holistically within the overall framework.

Suggested reading:

̊ Cedefop’s (2022) Defining, writing and applying learning outcomes – A European Handbook (second edition) is for individuals and institutions involved in defining and writing learning outcomes. It offers concrete examples and provides an overview of existing guidance and research. Cedefop (2024c) has also developed a dataset of guidance material.

̊ International Test Commission and Association of Test Publishers’ (2022) Guidelines for technology-based assessment (version 1.1) provides guidance and best practices for the design, delivery, scoring, and use of digital assessments, covering topics such as validity, fairness, accessibility, security, and privacy. It contains a description of foundational measurement concepts; a set of guideline statements; and suggestions for further reading.

Source: JRC own elaboration.","Het is een goede praktijk om transparant te zijn over hoe DigComp 3.0 leerresultaten zijn gebruikt of aangepast. Bijvoorbeeld kan de dekking in procenten van leerresultaten per bekwaamheid en beheersingsniveau transparantie, vertrouwen en geloofwaardigheid aan een initiatief geven. Algemeen gezien is het goed om aanpassingen te documenteren die passen bij het specifieke doel.

Sommige leerresultaten, evenals de competentieomschrijvingen voor de beheersingsniveaus die in Sectie 3 staan, zijn gelabeld als AI-expliciet of AI-impliciet (zie Sectie 2.6). Het wordt aanbevolen AI-gerelateerde leerresultaten holistisch binnen het algehele kader te beschouwen.

Aanbevolen literatuur:

̊ Cedefop’s (2022) Definiëren, schrijven en toepassen van leerresultaten – Een Europees Handboek (tweede editie) is bedoeld voor individuen en instellingen die betrokken zijn bij het definiëren en formuleren van leerresultaten. Het biedt concrete voorbeelden en geeft een overzicht van bestaande richtsnoeren en onderzoeken. Cedefop (2024c) heeft ook een dataset met richtmateriaal ontwikkeld.

̊ Internationale Testcommissie en Vereniging van Toetsuitgevers (2022) Richtlijnen voor technologie-gebaseerde beoordeling (versie 1.1) bieden richtlijnen en best practices voor het ontwerp, de uitvoering, de scorebepaling en het gebruik van digitale beoordelingen, met onderwerpen zoals validiteit, eerlijkheid, toegankelijkheid, beveiliging en Privacy. Het bevat een beschrijving van fundamentele meetconcepten; een reeks richtlijnverklaringen; en aanbevelingen voor verdere literatuur.

Bron: eigen uitwerking JRC."
"doc.annexes/a2-3-learning-outcomes.heading.h2.p1036.3fd9c61e4d","section=annexes/a2-3-learning-outcomes;kind=heading;level=2;p=1036;hash=3fd9c61e4d","A2.3 LEARNING OUTCOMES","A2.3 LEERRESULTATEN"
"doc.annexes/a2-3-learning-outcomes.para.p1037-p1037.f62b41bb63","section=annexes/a2-3-learning-outcomes;kind=paragraph_block;span=p1037-p1037;hash=f62b41bb63","Learning outcomes are also available in spreadsheet format and as a linked open dataset in JSON format on the JRC-DigComp web space.","Leerresultaten zijn ook beschikbaar in spreadsheetformaat en als een dataset met gekoppelde open data in JSON-formaat op de JRC-DigComp webruimte."
"doc.annexes/a2-3-learning-outcomes.table.t033.r000.c000.90907817c6","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=0;c=0;part=1/1;hash=90907817c6","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information
Back to Section 3","Competentiegebied 1: Informatie zoeken, evalueren en beheren - Competentie 1.1 Bladeren, zoeken en filteren van informatie
Terug naar Sectie 3"
"doc.annexes/a2-3-learning-outcomes.table.t033.r000.c001.90907817c6","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=0;c=1;part=1/1;hash=90907817c6","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information
Back to Section 3","COMPETENTIEGEBIED 1: INFORMATIEZOEKEN, EVALUATIE EN BEHEER - Competentie 1.1 Bladeren, zoeken en filteren van informatie
Terug naar Sectie 3"
"doc.annexes/a2-3-learning-outcomes.table.t033.r000.c002.90907817c6","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=0;c=2;part=1/1;hash=90907817c6","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information
Back to Section 3","COMPETENTIEGEBIED 1: INFORMATIEZOEKEN, EVALUATIE EN BEHEER - Competentie 1.1 Bladeren, zoeken en filteren van informatie
Terug naar Sectie 3"
"doc.annexes/a2-3-learning-outcomes.table.t033.r000.c003.90907817c6","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=0;c=3;part=1/1;hash=90907817c6","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information
Back to Section 3","COMPETENTIEGEBIED 1: INFORMATIEZOEKEN, EVALUATIE EN BEHEER - Competentie 1.1 Bladeren, zoeken en filteren van informatie
Terug naar Sectie 3"
"doc.annexes/a2-3-learning-outcomes.table.t033.r000.c004.90907817c6","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=0;c=4;part=1/1;hash=90907817c6","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information
Back to Section 3","COMPETENTIEGEBIED 1: INFORMATIEZOEKEN, EVALUATIE EN BEHEER - Competentie 1.1 Bladeren, zoeken en filteren van informatie
Terug naar Sectie 3"
"doc.annexes/a2-3-learning-outcomes.table.t033.r001.c000.89f89c02cf","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=1;c=0;part=1/1;hash=89f89c02cf","ID","ID"
"doc.annexes/a2-3-learning-outcomes.table.t033.r001.c001.5942b6e120","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=1;c=1;part=1/1;hash=5942b6e120","Learning Outcome","Leerresultaat"
"doc.annexes/a2-3-learning-outcomes.table.t033.r001.c002.9024d89b29","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=1;c=2;part=1/1;hash=9024d89b29","Proficiency level","Beheersingsniveau"
"doc.annexes/a2-3-learning-outcomes.table.t033.r001.c003.67ff90aff2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=1;c=3;part=1/1;hash=67ff90aff2","Knowledge, skill or attitude","Kennis, vaardigheid of houding"
"doc.annexes/a2-3-learning-outcomes.table.t033.r001.c004.a2ea72442a","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=1;c=4;part=1/1;hash=a2ea72442a","AI label","AI-label"
"doc.annexes/a2-3-learning-outcomes.table.t033.r002.c000.d3064d0bda","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=2;c=0;part=1/1;hash=d3064d0bda","LO1.1.01","LO1.1.01"
"doc.annexes/a2-3-learning-outcomes.table.t033.r002.c001.af62bc51e9","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=2;c=1;part=1/1;hash=af62bc51e9","Acknowledge the benefits of using different digital search tools and methods, depending on one’s purpose.","De voordelen erkennen van het gebruik van verschillende digitale zoekhulpmiddelen en -methoden, afhankelijk van iemands doel."
"doc.annexes/a2-3-learning-outcomes.table.t033.r002.c002.aa2c96dacf","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=2;c=2;part=1/1;hash=aa2c96dacf","Basic","Basis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r002.c003.b0d55262d2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=2;c=3;part=1/1;hash=b0d55262d2","Attitude","Houding"
"doc.annexes/a2-3-learning-outcomes.table.t033.r002.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=2;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r003.c000.f695a4fe8b","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=3;c=0;part=1/1;hash=f695a4fe8b","LO1.1.02","LO1.1.02"
"doc.annexes/a2-3-learning-outcomes.table.t033.r003.c001.00cbdaaefb","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=3;c=1;part=1/1;hash=00cbdaaefb","Recognise that the results or outputs of a search depend on the digital search tool used and the way that an individual specifies the search.","Erkennen dat de resultaten of outputs van een zoekopdracht afhangen van de gebruikte digitale zoektool en de manier waarop een individu de zoekopdracht specificeert."
"doc.annexes/a2-3-learning-outcomes.table.t033.r003.c002.aa2c96dacf","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=3;c=2;part=1/1;hash=aa2c96dacf","Basic","Basis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r003.c003.dec1fccaba","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=3;c=3;part=1/1;hash=dec1fccaba","Knowledge","Kennis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r003.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=3;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r004.c000.565eae4400","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=4;c=0;part=1/1;hash=565eae4400","LO1.1.03","LO1.1.03"
"doc.annexes/a2-3-learning-outcomes.table.t033.r004.c001.d2cfdff101","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=4;c=1;part=1/1;hash=d2cfdff101","Recognise that search results or outputs can contain information that may not be relevant.","Erkennen dat zoekresultaten of outputs informatie kunnen bevatten die mogelijk niet relevant is."
"doc.annexes/a2-3-learning-outcomes.table.t033.r004.c002.aa2c96dacf","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=4;c=2;part=1/1;hash=aa2c96dacf","Basic","Basis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r004.c003.dec1fccaba","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=4;c=3;part=1/1;hash=dec1fccaba","Knowledge","Kennis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r004.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=4;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r005.c000.73e7e4d54f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=5;c=0;part=1/1;hash=73e7e4d54f","LO1.1.04","LO1.1.04"
"doc.annexes/a2-3-learning-outcomes.table.t033.r005.c001.80ce57d9cb","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=5;c=1;part=1/1;hash=80ce57d9cb","Identify the main features of commonly-used AI-driven and traditional digital search tools.","De belangrijkste kenmerken identificeren van veelgebruikte AI-gestuurde en traditionele digitale zoekhulpmiddelen."
"doc.annexes/a2-3-learning-outcomes.table.t033.r005.c002.aa2c96dacf","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=5;c=2;part=1/1;hash=aa2c96dacf","Basic","Basis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r005.c003.dec1fccaba","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=5;c=3;part=1/1;hash=dec1fccaba","Knowledge","Kennis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r005.c004.2d20260ae4","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=5;c=4;part=1/1;hash=2d20260ae4","AI-Explicit","AI-Explicit"
"doc.annexes/a2-3-learning-outcomes.table.t033.r006.c000.52e49e2bdd","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=6;c=0;part=1/1;hash=52e49e2bdd","LO1.1.05","LO1.1.05"
"doc.annexes/a2-3-learning-outcomes.table.t033.r006.c001.1ded0af25d","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=6;c=1;part=1/1;hash=1ded0af25d","Use digital search tools to implement basic information searches.","Digitale zoekhulpmiddelen gebruiken om basisinformatiezoekopdrachten uit te voeren."
"doc.annexes/a2-3-learning-outcomes.table.t033.r006.c002.aa2c96dacf","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=6;c=2;part=1/1;hash=aa2c96dacf","Basic","Basis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r006.c003.ec9f630c86","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=6;c=3;part=1/1;hash=ec9f630c86","Skill","Vaardigheid"
"doc.annexes/a2-3-learning-outcomes.table.t033.r006.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=6;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r007.c000.9fa712d770","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=7;c=0;part=1/1;hash=9fa712d770","LO1.1.06","LO1.1.06"
"doc.annexes/a2-3-learning-outcomes.table.t033.r007.c001.01215f03d6","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=7;c=1;part=1/1;hash=01215f03d6","Use digital search tools to refine or update existing results or outputs.","Digitale zoekhulpmiddelen gebruiken om bestaande resultaten of outputs te verfijnen of bij te werken."
"doc.annexes/a2-3-learning-outcomes.table.t033.r007.c002.aa2c96dacf","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=7;c=2;part=1/1;hash=aa2c96dacf","Basic","Basis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r007.c003.ec9f630c86","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=7;c=3;part=1/1;hash=ec9f630c86","Skill","Vaardigheid"
"doc.annexes/a2-3-learning-outcomes.table.t033.r007.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=7;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r008.c000.07234ff49e","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=8;c=0;part=1/1;hash=07234ff49e","LO1.1.07","LO1.1.07"
"doc.annexes/a2-3-learning-outcomes.table.t033.r008.c001.bda76f8d8e","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=8;c=1;part=1/1;hash=bda76f8d8e","Purposefully explore new digital search tools and search functionalities.","Doelgericht nieuwe digitale zoekhulpmiddelen en zoekfunctionaliteiten verkennen."
"doc.annexes/a2-3-learning-outcomes.table.t033.r008.c002.b1cfe72fd2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=8;c=2;part=1/1;hash=b1cfe72fd2","Intermediate","Gemiddeld"
"doc.annexes/a2-3-learning-outcomes.table.t033.r008.c003.b0d55262d2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=8;c=3;part=1/1;hash=b0d55262d2","Attitude","Houding"
"doc.annexes/a2-3-learning-outcomes.table.t033.r008.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=8;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r009.c000.78060a1e26","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=9;c=0;part=1/1;hash=78060a1e26","LO1.1.08","LO1.1.08"
"doc.annexes/a2-3-learning-outcomes.table.t033.r009.c001.723ada29b3","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=9;c=1;part=1/1;hash=723ada29b3","Identify strategies that provide more relevant digital search results or outputs.","Strategieën identificeren die relevantere digitale zoekresultaten of outputs opleveren."
"doc.annexes/a2-3-learning-outcomes.table.t033.r009.c002.b1cfe72fd2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=9;c=2;part=1/1;hash=b1cfe72fd2","Intermediate","Gemiddeld"
"doc.annexes/a2-3-learning-outcomes.table.t033.r009.c003.dec1fccaba","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=9;c=3;part=1/1;hash=dec1fccaba","Knowledge","Kennis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r009.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=9;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r010.c000.c177136a26","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=10;c=0;part=1/1;hash=c177136a26","LO1.1.09","LO1.1.09"
"doc.annexes/a2-3-learning-outcomes.table.t033.r010.c001.752ca98d9c","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=10;c=1;part=1/1;hash=752ca98d9c","Distinguish between more and less relevant digital search results or outputs.","Onderscheid maken tussen meer en minder relevante digitale zoekresultaten of outputs."
"doc.annexes/a2-3-learning-outcomes.table.t033.r010.c002.b1cfe72fd2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=10;c=2;part=1/1;hash=b1cfe72fd2","Intermediate","Gemiddeld"
"doc.annexes/a2-3-learning-outcomes.table.t033.r010.c003.dec1fccaba","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=10;c=3;part=1/1;hash=dec1fccaba","Knowledge","Kennis"
"doc.annexes/a2-3-learning-outcomes.table.t033.r010.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=10;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r011.c000.4860e68998","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=11;c=0;part=1/1;hash=4860e68998","LO1.1.10","LO1.1.10"
"doc.annexes/a2-3-learning-outcomes.table.t033.r011.c001.736a47487a","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=11;c=1;part=1/1;hash=736a47487a","Select appropriate digital search tools based on information needs.","Geschikte digitale zoekhulpmiddelen selecteren op basis van informatiebehoeften."
"doc.annexes/a2-3-learning-outcomes.table.t033.r011.c002.b1cfe72fd2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=11;c=2;part=1/1;hash=b1cfe72fd2","Intermediate","Gemiddeld"
"doc.annexes/a2-3-learning-outcomes.table.t033.r011.c003.ec9f630c86","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=11;c=3;part=1/1;hash=ec9f630c86","Skill","Vaardigheid"
"doc.annexes/a2-3-learning-outcomes.table.t033.r011.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=11;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r012.c000.0830f4d2ac","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=12;c=0;part=1/1;hash=0830f4d2ac","LO1.1.11","LO1.1.11"
"doc.annexes/a2-3-learning-outcomes.table.t033.r012.c001.f27f9a424c","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=12;c=1;part=1/1;hash=f27f9a424c","Translate information needs into effective digital search queries, commands or statements.","Informatiebehoeften vertalen in effectieve digitale zoekopdrachten, commando's of verklaringen."
"doc.annexes/a2-3-learning-outcomes.table.t033.r012.c002.b1cfe72fd2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=12;c=2;part=1/1;hash=b1cfe72fd2","Intermediate","Gemiddeld"
"doc.annexes/a2-3-learning-outcomes.table.t033.r012.c003.ec9f630c86","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=12;c=3;part=1/1;hash=ec9f630c86","Skill","Vaardigheid"
"doc.annexes/a2-3-learning-outcomes.table.t033.r012.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=12;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r013.c000.b0b2bee8cc","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=13;c=0;part=1/1;hash=b0b2bee8cc","LO1.1.12","LO1.1.12"
"doc.annexes/a2-3-learning-outcomes.table.t033.r013.c001.82caae3309","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=13;c=1;part=1/1;hash=82caae3309","Apply appropriate strategies to refine or filter existing digital results or outputs.","Passende strategieën toepassen om bestaande digitale resultaten of outputs te verfijnen of te filteren."
"doc.annexes/a2-3-learning-outcomes.table.t033.r013.c002.b1cfe72fd2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=13;c=2;part=1/1;hash=b1cfe72fd2","Intermediate","Gemiddeld"
"doc.annexes/a2-3-learning-outcomes.table.t033.r013.c003.ec9f630c86","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=13;c=3;part=1/1;hash=ec9f630c86","Skill","Vaardigheid"
"doc.annexes/a2-3-learning-outcomes.table.t033.r013.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=13;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r014.c000.d89faf6a90","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=14;c=0;part=1/1;hash=d89faf6a90","LO1.1.13","LO1.1.13"
"doc.annexes/a2-3-learning-outcomes.table.t033.r014.c001.287e378c1c","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=14;c=1;part=1/1;hash=287e378c1c","Continually explore functions and features of familiar and novel digital search tools.","Voortdurend de functies en kenmerken van vertrouwde en nieuwe digitale zoekhulpmiddelen verkennen."
"doc.annexes/a2-3-learning-outcomes.table.t033.r014.c002.4d06472695","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=14;c=2;part=1/1;hash=4d06472695","Advanced","Gevorderd"
"doc.annexes/a2-3-learning-outcomes.table.t033.r014.c003.b0d55262d2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=14;c=3;part=1/1;hash=b0d55262d2","Attitude","Houding"
"doc.annexes/a2-3-learning-outcomes.table.t033.r014.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=14;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r015.c000.28bcd1701e","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=15;c=0;part=1/1;hash=28bcd1701e","LO1.1.14","LO1.1.14"
"doc.annexes/a2-3-learning-outcomes.table.t033.r015.c001.2a9d6aa0b0","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=15;c=1;part=1/1;hash=2a9d6aa0b0","Prioritise deepening one’s existing search capabilities.","Prioriteit geven aan het verdiepen van de eigen bestaande zoekvaardigheden."
"doc.annexes/a2-3-learning-outcomes.table.t033.r015.c002.4d06472695","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=15;c=2;part=1/1;hash=4d06472695","Advanced","Gevorderd"
"doc.annexes/a2-3-learning-outcomes.table.t033.r015.c003.b0d55262d2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=15;c=3;part=1/1;hash=b0d55262d2","Attitude","Houding"
"doc.annexes/a2-3-learning-outcomes.table.t033.r015.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=15;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r016.c000.2eab9090b6","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=16;c=0;part=1/1;hash=2eab9090b6","LO1.1.15","LO1.1.15"
"doc.annexes/a2-3-learning-outcomes.table.t033.r016.c001.7aa2b7d367","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=16;c=1;part=1/1;hash=7aa2b7d367","Combine a variety of digital search tools and strategies to address complex information needs.","Een verscheidenheid aan digitale zoekhulpmiddelen en strategieën combineren om complexe informatiebehoeften aan te pakken."
"doc.annexes/a2-3-learning-outcomes.table.t033.r016.c002.4d06472695","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=16;c=2;part=1/1;hash=4d06472695","Advanced","Gevorderd"
"doc.annexes/a2-3-learning-outcomes.table.t033.r016.c003.ec9f630c86","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=16;c=3;part=1/1;hash=ec9f630c86","Skill","Vaardigheid"
"doc.annexes/a2-3-learning-outcomes.table.t033.r016.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=16;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r017.c000.e372a84c7a","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=17;c=0;part=1/1;hash=e372a84c7a","LO1.1.16","LO1.1.16"
"doc.annexes/a2-3-learning-outcomes.table.t033.r017.c001.e69f8a3d4e","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=17;c=1;part=1/1;hash=e69f8a3d4e","Assist others in developing their digital search capabilities.","Anderen helpen bij het ontwikkelen van hun digitale zoekvaardigheden."
"doc.annexes/a2-3-learning-outcomes.table.t033.r017.c002.4d06472695","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=17;c=2;part=1/1;hash=4d06472695","Advanced","Gevorderd"
"doc.annexes/a2-3-learning-outcomes.table.t033.r017.c003.ec9f630c86","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=17;c=3;part=1/1;hash=ec9f630c86","Skill","Vaardigheid"
"doc.annexes/a2-3-learning-outcomes.table.t033.r017.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=17;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r018.c000.a48f47d66a","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=18;c=0;part=1/1;hash=a48f47d66a","LO1.1.17","LO1.1.17"
"doc.annexes/a2-3-learning-outcomes.table.t033.r018.c001.23a4c3090f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=18;c=1;part=1/1;hash=23a4c3090f","Stay informed about developments in digital search technologies.","Op de hoogte blijven van ontwikkelingen in digitale zoektechnologieën."
"doc.annexes/a2-3-learning-outcomes.table.t033.r018.c002.eccaac1259","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=18;c=2;part=1/1;hash=eccaac1259","Highly advanced","Zeer geavanceerd"
"doc.annexes/a2-3-learning-outcomes.table.t033.r018.c003.b0d55262d2","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=18;c=3;part=1/1;hash=b0d55262d2","Attitude","Houding"
"doc.annexes/a2-3-learning-outcomes.table.t033.r018.c004.1739f71d8f","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=18;c=4;part=1/1;hash=1739f71d8f","AI-Implicit","AI-impliciet"
"doc.annexes/a2-3-learning-outcomes.table.t033.r019.c000.7e5fcb6a87","section=annexes/a2-3-learning-outcomes;kind=table_cell;t=33;r=19;c=0;part=1/1;hash=7e5fcb6a87","LO1.1.18","LO1.1.18"
