"location","context","source","target"
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.table_cell.e3304889625d","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|table_cell","Knowledge: Recognise, Identify, Distinguish between, Define, Describe\nSkills: Use, Apply, Select, Assess\nAttitudes: Acknowledge the importance, Acknowledge the benefits, Prioritise, Purposefully explore, Participate in","Kennis: Herkennen, Identificeren, Onderscheid maken tussen, Definiëren, Beschrijven\nVaardigheden: Gebruiken, Toepassen, Selecteren, Beoordelen\nHouding: Het belang erkennen, De voordelen erkennen, Prioriteren, Doelgericht verkennen, Deelnemen aan"
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.table_cell.8dc3d613cdc3.1","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|table_cell","Advanced","Gevorderd"
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.table_cell.80919540bf21","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|table_cell","Assess and apply solutions to a variety of complex tasks autonomously and adapt to a variety of contexts to evaluate and execute tasks appropriately, guiding others if and as required.","Autonoom oplossingen beoordelen en toepassen voor verschillende complexe taken en zich aanpassen aan verschillende contexten om taken op passende wijze te evalueren en uit te voeren, waarbij anderen worden begeleid indien nodig."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.table_cell.358035becc84","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|table_cell","Knowledge: Identify, Define, Describe\nSkills: Assess, Apply, Combine, Assist others, Support others\nAttitudes: Acknowledge the importance, Acknowledge the benefits, Take account of, Prioritise, Continually explore","Kennis: Identificeren, Definiëren, Beschrijven\nVaardigheden: Beoordelen, Toepassen, Combineren, Anderen helpen, Anderen ondersteunen\nHouding: Het belang erkennen, De voordelen erkennen, Rekening houden met, Prioriteren, Voortdurend verkennen"
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.table_cell.07a7e61e8bd8","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|table_cell","Highly advanced","Zeer gevorderd"
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.table_cell.5fb56ee66f02","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|table_cell","Assess, evaluate and resolve highly complex or specialised problems to create new solutions or adapt existing ones, leading and guiding others if and as required.","Zeer complexe of gespecialiseerde problemen beoordelen, evalueren en oplossen om nieuwe oplossingen te creëren of bestaande aan te passen, waarbij leiding wordt gegeven aan en begeleiding wordt geboden aan anderen indien nodig."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.table_cell.2a433b3acd07","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|table_cell","Knowledge: No knowledge learning outcomes are included in Highly Advanced levels: This element is captured under Attitudes (stay informed about).\nSkills: Assess and evaluate, Develop and implement, Lead or contribute to, Design, Advise, Explain\nAttitudes: Acknowledge the importance, Acknowledge the benefits, Stay informed about, Promote and support","Kennis: Er zijn geen leerresultaten voor kennis opgenomen in de Zeer gevorderde niveaus: dit element is ondergebracht bij Houding (op de hoogte blijven van).\nVaardigheden: Beoordelen en evalueren, Ontwikkelen en implementeren, Leiding geven aan of bijdragen aan, Ontwerpen, Adviseren, Uitleggen\nHouding: Het belang erkennen, De voordelen erkennen, Op de hoogte blijven van, Promoten en ondersteunen"
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.2025a07b3f7c.1","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","Source: JRC own elaboration.","Bron: eigen uitwerking JRC."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.b67643f61bce","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","Box A1: Main features of DigComp 3.0 learning outcomes.","Kader A1: Belangrijkste kenmerken van de DigComp 3.0-leerresultaten."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.88d6169958f0","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","There are 523 learning outcomes in total. The number of learning outcomes varies across competences.","Er zijn in totaal 523 leerresultaten. Het aantal leerresultaten varieert per competentie."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.25d78dc1d234","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","DigComp 3.0 learning outcomes are each linked to one proficiency level (Basic, Intermediate, Advanced, Highly Advanced), and are grouped by Competence and whether they refer to Knowledge, Skill or Attitude. They are each labelled as AI-explicit, AI-implicit, or neither AI-explicit or AI-implicit, which is intended as a general guide only. See Section 2.6 for more information on how to interpret the AI labels.","Elk van de DigComp 3.0-leerresultaten is gekoppeld aan één beheersingsniveau (Basis, Gemiddeld, Gevorderd, Zeer gevorderd) en ze zijn gegroepeerd per competentie en of ze verwijzen naar kennis, vaardigheden of houding. Ze zijn elk gelabeld als AI-expliciet, AI-impliciet, of noch AI-expliciet noch AI-impliciet, wat uitsluitend bedoeld is als algemene leidraad. Zie sectie 2.6 voor meer informatie over het interpreteren van de AI-labels."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.23e6107fdbd0","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","There are more learning outcomes at the lower two proficiency levels: 29% (151) are Basic, 32% (170) are Intermediate, 23% (119) are Advanced and 16% (83) are Highly Advanced. As digital competence becomes more advanced, the complexity of tasks and range of digital tools (and how these may be combined) increase. Therefore, the approach taken is to use a somewhat more general wording for learning outcomes at Advanced and Highly Advanced levels than learning outcomes at the Basic and Intermediate levels. This is in line with stakeholders’ and experts’ recommendations to focus more on the lower proficiency levels.","Er zijn meer leerresultaten op de onderste twee beheersingsniveaus: 29% (151) is Basis, 32% (170) is Gemiddeld, 23% (119) is Gevorderd en 16% (83) is Zeer gevorderd. Naarmate digitale competentie geavanceerder wordt, nemen de complexiteit van taken en het scala aan digitale hulpmiddelen (en hoe deze kunnen worden gecombineerd) toe. Daarom is gekozen voor een wat algemenere formulering voor de leerresultaten op de niveaus Gevorderd en Zeer gevorderd dan voor de leerresultaten op de niveaus Basis en Gemiddeld. Dit is in lijn met de aanbevelingen van belanghebbenden en experts om de focus meer te leggen op de lagere beheersingsniveaus."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.bb0e4362ebe6","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","The learning outcomes are relatively balanced across Knowledge (42%, 217) and Skills (38%, 199), with a lower percentage related to Attitudes (20%, 107).","De leerresultaten zijn relatief evenwichtig verdeeld over kennis (42%, 217) en vaardigheden (38%, 199), met een lager percentage gerelateerd aan houding (20%, 107)."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.7b57e64a6711","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","Each learning outcome has a unique ID. The ID starts with ‘LO’ to distinguish it from competence statements in Section 3 (those ones start with ‘CS’) and includes the competence number. For example, the IDs of the 21 learning outcomes for Competence 1.1 are LO1.1.01 to LO1.1.21.","Elk leerresultaat heeft een uniek ID. Het ID begint met 'LO' om het te onderscheiden van de competentieverklaringen in sectie 3 (die beginnen met 'CS') en bevat het competentienummer. Bijvoorbeeld, de ID's van de 21 leerresultaten voor competentie 1.1 zijn LO1.1.01 tot LO1.1.21."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.ea846e46b491","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","The numbering of the competence statements (Section 3) and the learning outcomes (in this Annex) do not correspond, since there are more learning outcomes than competence statements. For example, the content of CS1.1.08 does not correspond to LO1.1.08.","De nummering van de competentieverklaringen (sectie 3) en de leerresultaten (in deze bijlage) komt niet overeen, aangezien er meer leerresultaten zijn dan competentieverklaringen. Bijvoorbeeld, de inhoud van CS1.1.08 komt niet overeen met LO1.1.08."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.paragraph.2025a07b3f7c.2","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features|paragraph","Source: JRC own elaboration.","Bron: eigen uitwerking JRC."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.5f46e95a39c4","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Based on experience in applying DigComp (e.g. Castañeda et al., 2023; Kluzer et al., 2020), it is highly advisable to adapt and tailor the DigComp 3.0 learning outcomes – along with the other parts of DigComp 3.0 – to fit a particular purpose. A set of suggested steps for using DigComp 3.0 learning outcomes is shown in Box A2.","Op basis van ervaringen met het toepassen van DigComp (bijv. Castañeda et al., 2023; Kluzer et al., 2020) wordt ten zeerste aangeraden om de DigComp 3.0-leerresultaten – samen met de andere delen van DigComp 3.0 – aan te passen en toe te snijden op een specifiek doel. Een reeks voorgestelde stappen voor het gebruik van de DigComp 3.0-leerresultaten wordt weergegeven in kader A2."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.98f16e376951","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Box A2: Suggested steps and readings for implementing DigComp 3.0 learning outcomes.","Kader A2: Voorgestelde stappen en literatuur voor het implementeren van de DigComp 3.0-leerresultaten."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.68fdd0209e73","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","The steps below are suggestions that could be adapted for specific uses of DigComp 3.0 learning outcomes.","De onderstaande stappen zijn suggesties die kunnen worden aangepast voor specifieke toepassingen van de DigComp 3.0-leerresultaten."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.a74f98196822","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Identify the purpose of using the learning outcomes – particularly if the use will require looking at all of them or a subset. For example, if considering the development or revision of a basic digital competence course, users can immediately exclude Advanced and Highly Advanced levels. Or, if using the learning outcomes to develop professional digital profiles or role descriptions for a specific job, one could filter out learning outcomes for competences that are not relevant in order to focus the work on the ones that are.","Stel het doel van het gebruik van de leerresultaten vast – met name of het nodig is om ze allemaal of slechts een subset te bekijken. Bijvoorbeeld, bij het overwegen van de ontwikkeling of herziening van een cursus voor digitale basiscompetenties kunnen gebruikers onmiddellijk de niveaus Gevorderd en Zeer gevorderd uitsluiten. Of, bij het gebruik van de leerresultaten voor het ontwikkelen van professionele digitale profielen of functiebeschrijvingen voor een specifieke baan, zou men leerresultaten voor competenties die niet relevant zijn kunnen uitfilteren om het werk te concentreren op de resultaten die dat wel zijn."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.1b4db261aba0","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Identify who needs to be involved, and at which stages. Experience in of DigComp users and Cedefop’s work on learning outcomes show that an initiative involving learning outcomes is more likely to be successful and impactful if all relevant stakeholders are included at the right stages and for the appropriate purposes.","Identificeer wie erbij betrokken moet worden en in welke fasen. Ervaring van DigComp-gebruikers en het werk van Cedefop aan leerresultaten laten zien dat een initiatief waarbij leerresultaten betrokken zijn, meer kans van slagen en impact heeft als alle relevante belanghebbenden in de juiste fasen en voor de juiste doeleinden worden betrokken."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.3882182fb785","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Early in the project, review the DigComp 3.0 framework so that those involved are familiar with it.","Evalueer vroeg in het project het DigComp 3.0-kader, zodat de betrokkenen er vertrouwd mee raken."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.dae24bc2a6c4","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Make a translation of the learning outcomes and other parts of the framework, as needed, referring to the Glossary to ensure that the terms are consistent with local language and use context.","Maak indien nodig een vertaling van de leerresultaten en andere onderdelen van het kader, waarbij u de verklarende woordenlijst raadpleegt om ervoor te zorgen dat de termen consistent zijn met de lokale taal en de gebruikscontext."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.8fe50db3473a","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Adapt the learning outcomes to the particular purpose. The DigComp 3.0 framework – including the learning outcomes – is generic by design, so it is almost certain that adaptations will be needed. Adaptations can take many forms – re-wording or elaborating learning outcomes, removing irrelevant learning outcomes, or adding new learning outcomes to cover topics that are relevant to the initiative. If the use involves the development of teaching and learning activities, ‘unplugged’ activities could be considered (e.g. Li et al., 2022).","Pas de leerresultaten aan het specifieke doel aan. Het DigComp 3.0-kader – inclusief de leerresultaten – is generiek van opzet, dus het is vrijwel zeker dat er aanpassingen nodig zullen zijn. Aanpassingen kunnen vele vormen aannemen: het herformuleren of uitwerken van leerresultaten, het verwijderen van irrelevante leerresultaten, of het toevoegen van nieuwe leerresultaten voor onderwerpen die relevant zijn voor het initiatief. Als het gebruik de ontwikkeling van onderwijs- en leeractiviteiten omvat, kunnen 'unplugged' activiteiten worden overwogen (bijv. Li et al., 2022)."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.b35b2a9cadd1","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","As noted in Section 2.5, DigComp 3.0 includes intended, not achieved learning outcomes. If the initiative involves the development of achieved learning outcomes, the approach to measurement merits consideration. On one hand, if a strictly empirical approach is used, there is a risk that ‘softer’ or more difficult-to-measure competences would be undervalued or omitted. Learning outcomes that cannot be directly or easily observed or measured are likely to be as important as those that can. A balanced and context-sensitive approach to this issue has been recommended (Cedefop, 2022; Europass Project Group, 2024).","Zoals vermeld in sectie 2.5, bevat DigComp 3.0 beoogde, niet behaalde leerresultaten. Als het initiatief de ontwikkeling van behaalde leerresultaten omvat, verdient de meetmethode aandacht. Enerzijds bestaat bij een strikt empirische benadering het risico dat 'zachtere' of moeilijker te meten competenties ondergewaardeerd of weggelaten worden. Leerresultaten die niet direct of gemakkelijk kunnen worden waargenomen of gemeten, zijn waarschijnlijk even belangrijk als de resultaten die dat wel kunnen. Een evenwichtige en contextgevoelige benadering van deze kwestie is aanbevolen (Cedefop, 2022; Europass Project Group, 2024)."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.df511a1b7e5f","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","It is good practice to be transparent about how DigComp 3.0 learning outcomes have been used or adapted. For example, percentage coverage of learning outcomes by competence and proficiency level can give transparency, trust and credibility to an initiative. More generally, it is good practice to document adaptations to suit the particular purpose.","Het is een goede gewoonte om transparant te zijn over hoe de DigComp 3.0-leerresultaten zijn gebruikt of aangepast. Zo kan het dekkingspercentage van de leerresultaten per competentie en beheersingsniveau transparantie, vertrouwen en geloofwaardigheid geven aan een initiatief. Meer in het algemeen is het een goede gewoonte om aanpassingen voor het specifieke doel te documenteren."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.705dd5f94c23","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Some of the learning outcomes, as well as the competence descriptions for the proficiency levels shown in Section 3, are labelled as AI-explicit or AI-implicit (see Section 2.6). It is recommended to consider AI-related learning outcomes holistically within the overall framework.","Sommige leerresultaten, evenals de competentiebeschrijvingen voor de beheersingsniveaus in sectie 3, zijn gelabeld als AI-expliciet of AI-impliciet (zie sectie 2.6). Het wordt aanbevolen om AI-gerelateerde leerresultaten holistisch binnen het gehele kader te bekijken."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.046c88a81385","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Suggested reading:","Aanbevolen literatuur:"
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.d35b89418a5a","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","̊ Cedefop’s (2022) Defining, writing and applying learning outcomes – A European Handbook (second edition) is for individuals and institutions involved in defining and writing learning outcomes. It offers concrete examples and provides an overview of existing guidance and research. Cedefop (2024c) has also developed a dataset of guidance material.","̊ Cedefop’s (2022) Defining, writing and applying learning outcomes – A European Handbook (tweede editie) is bedoeld voor personen en instellingen die betrokken zijn bij het definiëren en schrijven van leerresultaten. Het biedt concrete voorbeelden en geeft een overzicht van bestaande richtlijnen en onderzoek. Cedefop (2024c) heeft ook een dataset met richtlijnen ontwikkeld."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.a1a91ff3d55c","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","̊ International Test Commission and Association of Test Publishers’ (2022) Guidelines for technology-based assessment (version 1.1) provides guidance and best practices for the design, delivery, scoring, and use of digital assessments, covering topics such as validity, fairness, accessibility, security, and privacy. It contains a description of foundational measurement concepts; a set of guideline statements; and suggestions for further reading.","̊ International Test Commission and Association of Test Publishers’ (2022) Guidelines for technology-based assessment (versie 1.1) biedt richtlijnen en best practices voor het ontwerpen, afnemen, scoren en gebruiken van digitale toetsen, en behandelt onderwerpen als validiteit, eerlijkheid, toegankelijkheid, beveiliging en privacy. Het bevat een beschrijving van fundamentele meetconcepten; een reeks richtlijnen; en suggesties voor verdere literatuur."
"doc.annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations.paragraph.d1c14c315ac1","annexes.annex_2:_digcomp_3.0_learning_outcomes.a2.1_features.a2.2_practical_considerations|paragraph","Source: JRC own elaboration.","Bron: eigen uitwerking JRC."
"doc.annexes.a2.3_learning_outcomes.paragraph.d84d161bf965","annexes.a2.3_learning_outcomes|paragraph","Learning outcomes are also available in spreadsheet format and as a linked open dataset in JSON format on the JRC-DigComp web space.","Leerresultaten zijn ook beschikbaar in spreadsheetformaat en als een dataset met gekoppelde open data in JSON-formaat op de JRC-DigComp webruimte."
"doc.annexes.a2.3_learning_outcomes.table_cell.979958674700","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.1 Bladeren, zoeken en filteren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.979958674700.1","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.1 Bladeren, zoeken en filteren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.979958674700.2","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.1 Bladeren, zoeken en filteren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.979958674700.3","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.1 Bladeren, zoeken en filteren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.979958674700.4","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.1 Browsing, searching and filtering information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.1 Bladeren, zoeken en filteren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.7f105e626849","annexes.a2.3_learning_outcomes|table_cell","ID","ID"
"doc.annexes.a2.3_learning_outcomes.table_cell.6b3e8b9eee21","annexes.a2.3_learning_outcomes|table_cell","Learning Outcome","Leerresultaat"
"doc.annexes.a2.3_learning_outcomes.table_cell.58455a4223da","annexes.a2.3_learning_outcomes|table_cell","Proficiency level","Beheersingsniveau"
"doc.annexes.a2.3_learning_outcomes.table_cell.7749ae779807","annexes.a2.3_learning_outcomes|table_cell","Knowledge, skill or attitude","Kennis, vaardigheid of houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.37f41acb6b6e","annexes.a2.3_learning_outcomes|table_cell","AI label","AI-label"
"doc.annexes.a2.3_learning_outcomes.table_cell.1cf7314382e7","annexes.a2.3_learning_outcomes|table_cell","LO1.1.01","LO1.1.01"
"doc.annexes.a2.3_learning_outcomes.table_cell.6c4989c71954","annexes.a2.3_learning_outcomes|table_cell","Acknowledge the benefits of using different digital search tools and methods, depending on one’s purpose.","De voordelen erkennen van het gebruik van verschillende digitale zoekhulpmiddelen en -methoden, afhankelijk van iemands doel."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30","annexes.a2.3_learning_outcomes|table_cell","Attitude","Houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.3f493184be02","annexes.a2.3_learning_outcomes|table_cell","LO1.1.02","LO1.1.02"
"doc.annexes.a2.3_learning_outcomes.table_cell.f8aaa685e09a","annexes.a2.3_learning_outcomes|table_cell","Recognise that the results or outputs of a search depend on the digital search tool used and the way that an individual specifies the search.","Erkennen dat de resultaten of outputs van een zoekopdracht afhangen van de gebruikte digitale zoektool en de manier waarop een individu de zoekopdracht specificeert."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.1","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.1","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.48c300cc46c1","annexes.a2.3_learning_outcomes|table_cell","LO1.1.03","LO1.1.03"
"doc.annexes.a2.3_learning_outcomes.table_cell.37d45c9baf3d","annexes.a2.3_learning_outcomes|table_cell","Recognise that search results or outputs can contain information that may not be relevant.","Erkennen dat zoekresultaten of outputs informatie kunnen bevatten die mogelijk niet relevant is."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.2","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.1","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.2","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.573694f85863","annexes.a2.3_learning_outcomes|table_cell","LO1.1.04","LO1.1.04"
"doc.annexes.a2.3_learning_outcomes.table_cell.9483098e8c29","annexes.a2.3_learning_outcomes|table_cell","Identify the main features of commonly-used AI-driven and traditional digital search tools.","De belangrijkste kenmerken identificeren van veelgebruikte AI-gestuurde en traditionele digitale zoekhulpmiddelen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.3","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.2","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-Expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.1eb6613a1531","annexes.a2.3_learning_outcomes|table_cell","LO1.1.05","LO1.1.05"
"doc.annexes.a2.3_learning_outcomes.table_cell.6dfe3fcc5abc","annexes.a2.3_learning_outcomes|table_cell","Use digital search tools to implement basic information searches.","Digitale zoekhulpmiddelen gebruiken om basisinformatiezoekopdrachten uit te voeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.4","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.3","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.728a1a65f500","annexes.a2.3_learning_outcomes|table_cell","LO1.1.06","LO1.1.06"
"doc.annexes.a2.3_learning_outcomes.table_cell.c8113dcf0db5","annexes.a2.3_learning_outcomes|table_cell","Use digital search tools to refine or update existing results or outputs.","Digitale zoekhulpmiddelen gebruiken om bestaande resultaten of outputs te verfijnen of bij te werken."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.5","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.1","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.4","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.c6738d390f19","annexes.a2.3_learning_outcomes|table_cell","LO1.1.07","LO1.1.07"
"doc.annexes.a2.3_learning_outcomes.table_cell.41ee3758ed64","annexes.a2.3_learning_outcomes|table_cell","Purposefully explore new digital search tools and search functionalities.","Doelgericht nieuwe digitale zoekhulpmiddelen en zoekfunctionaliteiten verkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.1","annexes.a2.3_learning_outcomes|table_cell","Attitude","Houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.5","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
