"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.27","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8eedd674fd1f","annexes.a2.3_learning_outcomes|table_cell","LO3.3.05","LO3.3.05"
"doc.annexes.a2.3_learning_outcomes.table_cell.c393aa1a457b","annexes.a2.3_learning_outcomes|table_cell","Recognise that AI-generated content should be labelled as such to help others understand its origin and possibilities for further use.","Herkennen dat door AI gegenereerde content als zodanig moet worden gelabeld om anderen te helpen de oorsprong en mogelijkheden voor verder gebruik te begrijpen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.55","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.90","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.28","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.98b2eb2ff0cd","annexes.a2.3_learning_outcomes|table_cell","LO3.3.06","LO3.3.06"
"doc.annexes.a2.3_learning_outcomes.table_cell.279fc1abacfb","annexes.a2.3_learning_outcomes|table_cell","Identify digital content that can be used free of charge.","Digitale content identificeren die gratis gebruikt kan worden."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.56","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.91","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.51","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.0715593324bb","annexes.a2.3_learning_outcomes|table_cell","LO3.3.07","LO3.3.07"
"doc.annexes.a2.3_learning_outcomes.table_cell.08e43260c9b8","annexes.a2.3_learning_outcomes|table_cell","Use and share digital content in compliance with basic legal and ethical guidelines.","Digitale content gebruiken en delen in overeenstemming met de juridische en ethische basisrichtlijnen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.57","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.97","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.149","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.e2b63483cf30","annexes.a2.3_learning_outcomes|table_cell","LO3.3.08","LO3.3.08"
"doc.annexes.a2.3_learning_outcomes.table_cell.3097124b7d1f","annexes.a2.3_learning_outcomes|table_cell","Prioritise a cautious approach to digital content (check before using or sharing).","Prioriteit geven aan een behoedzame aanpak van digitale content (controleren voor gebruik of delen)."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.70","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.41","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.150","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.162ea1d761bd","annexes.a2.3_learning_outcomes|table_cell","LO3.3.09","LO3.3.09"
"doc.annexes.a2.3_learning_outcomes.table_cell.5bcb1049326b","annexes.a2.3_learning_outcomes|table_cell","Acknowledge the complex nature of copyright and licensing of digital content.","De complexe aard van auteursrecht en licenties van digitale content erkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.71","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.42","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.151","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.a191b1959faf","annexes.a2.3_learning_outcomes|table_cell","LO3.3.10","LO3.3.10"
"doc.annexes.a2.3_learning_outcomes.table_cell.b4b0b001a5ca","annexes.a2.3_learning_outcomes|table_cell","Define, with examples from digital contexts, the concept of intellectual property.","Het begrip intellectueel eigendom definiëren met voorbeelden uit digitale contexten."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.72","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.92","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.152","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.39921bcaa31d","annexes.a2.3_learning_outcomes|table_cell","LO3.3.11","LO3.3.11"
"doc.annexes.a2.3_learning_outcomes.table_cell.a48a222b7c6f","annexes.a2.3_learning_outcomes|table_cell","Distinguish, with examples from digital contexts, between copyright, trademark, design and patent.","Onderscheid maken tussen auteursrecht, handelsmerk, modelrecht en octrooi, met voorbeelden uit digitale contexten."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.73","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.93","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.153","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8807ef8b3773","annexes.a2.3_learning_outcomes|table_cell","LO3.3.12","LO3.3.12"
"doc.annexes.a2.3_learning_outcomes.table_cell.f8ef7cd571ff","annexes.a2.3_learning_outcomes|table_cell","Identify common types and purposes of licences in digital contexts, including Creative Commons.","Veelvoorkomende typen en doelen van licenties in digitale contexten identificeren, waaronder Creative Commons."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.74","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.94","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.52","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.d00a3a4d0bac","annexes.a2.3_learning_outcomes|table_cell","LO3.3.13","LO3.3.13"
"doc.annexes.a2.3_learning_outcomes.table_cell.35246dc9f85d","annexes.a2.3_learning_outcomes|table_cell","Identify examples of piracy and plagiarism in digital contexts.","Voorbeelden van piraterij en plagiaat in digitale contexten identificeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.75","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.95","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.154","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.6cdb2390f9ed","annexes.a2.3_learning_outcomes|table_cell","LO3.3.14","LO3.3.14"
"doc.annexes.a2.3_learning_outcomes.table_cell.03f89d78be29","annexes.a2.3_learning_outcomes|table_cell","Identify examples of where copyright applies and does not apply in digital contexts.","Voorbeelden identificeren van waar auteursrecht wel en niet van toepassing is in digitale contexten."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.76","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.96","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.155","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.d6a1b389e52a","annexes.a2.3_learning_outcomes|table_cell","LO3.3.15","LO3.3.15"
"doc.annexes.a2.3_learning_outcomes.table_cell.415d9dca4202","annexes.a2.3_learning_outcomes|table_cell","Describe legal, ethical and commercial consequences of intellectual property violations in digital contexts, including piracy and plagiarism.","Juridische, ethische en commerciële gevolgen beschrijven van inbreuken op intellectueel eigendom in digitale contexten, waaronder piraterij en plagiaat."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.77","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.97","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.156","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.e47f8d944874","annexes.a2.3_learning_outcomes|table_cell","LO3.3.16","LO3.3.16"
"doc.annexes.a2.3_learning_outcomes.table_cell.0662ebfd0279","annexes.a2.3_learning_outcomes|table_cell","Identify examples of legal and ethical challenges relating to copyright in the training of AI models.","Voorbeelden identificeren van juridische en ethische uitdagingen met betrekking tot auteursrecht bij het trainen van AI-modellen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.78","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.98","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.29","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8147686f2104","annexes.a2.3_learning_outcomes|table_cell","LO3.3.17","LO3.3.17"
"doc.annexes.a2.3_learning_outcomes.table_cell.dadc467b9bd7","annexes.a2.3_learning_outcomes|table_cell","Apply legal and ethical guidelines appropriately when using and sharing digital content.","Juridische en ethische richtlijnen op de juiste wijze toepassen bij het gebruiken en delen van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.79","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.98","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.157","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.90e9c2a3e34c","annexes.a2.3_learning_outcomes|table_cell","LO3.3.18","LO3.3.18"
"doc.annexes.a2.3_learning_outcomes.table_cell.492d120259bf","annexes.a2.3_learning_outcomes|table_cell","Prioritise a consideration of ethical and legal aspects, such as transparency and copyright, when using and sharing digital content.","Prioriteit geven aan een afweging van ethische en juridische aspecten, zoals transparantie en auteursrecht, bij het gebruiken en delen van digitale content."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.57","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.43","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.158","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.a178289be9c9","annexes.a2.3_learning_outcomes|table_cell","LO3.3.19","LO3.3.19"
"doc.annexes.a2.3_learning_outcomes.table_cell.129cdbb73566","annexes.a2.3_learning_outcomes|table_cell","Describe key features of current legislation in relation to digital copyright and licences.","De belangrijkste kenmerken van de huidige wetgeving met betrekking tot digitaal auteursrecht en licenties beschrijven."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.58","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.99","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.159","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.2805551e93be","annexes.a2.3_learning_outcomes|table_cell","LO3.3.20","LO3.3.20"
"doc.annexes.a2.3_learning_outcomes.table_cell.f4c240b9b239","annexes.a2.3_learning_outcomes|table_cell","Describe examples of where copyright applies and does not apply in digital contexts.","Voorbeelden beschrijven van waar auteursrecht wel en niet van toepassing is in digitale contexten."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.59","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.100","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.160","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.971c95c420f8","annexes.a2.3_learning_outcomes|table_cell","LO3.3.21","LO3.3.21"
"doc.annexes.a2.3_learning_outcomes.table_cell.3d4a632d594e","annexes.a2.3_learning_outcomes|table_cell","Identify differences in how ethical and copyright issues apply to training data for AI systems and AI- generated content (output).","Verschillen identificeren in hoe ethische en auteursrechtelijke kwesties van toepassing zijn op trainingsdata voor AI-systemen en door AI gegenereerde content (output)."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.60","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.101","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.30","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.eb1565012b92","annexes.a2.3_learning_outcomes|table_cell","LO3.3.22","LO3.3.22"
"doc.annexes.a2.3_learning_outcomes.table_cell.3a5811d1afc6","annexes.a2.3_learning_outcomes|table_cell","Assess and correctly apply legal and ethical guidelines for using and sharing of digital content in complex contexts, including different software licensing models and the renewal requirements of licences.","Juridische en ethische richtlijnen voor het gebruik en delen van digitale content in complexe contexten beoordelen en correct toepassen, inclusief verschillende softwarelicentiemodellen en de vernieuwingsvereisten van licenties."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.61","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.99","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.161","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.1794c8853d87","annexes.a2.3_learning_outcomes|table_cell","LO3.3.23","LO3.3.23"
"doc.annexes.a2.3_learning_outcomes.table_cell.7a02485ee08b","annexes.a2.3_learning_outcomes|table_cell","Assist others to use and share digital content in compliance with legal and ethical guidelines.","Anderen helpen digitale content te gebruiken en te delen in overeenstemming met juridische en ethische richtlijnen."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.62","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.100","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.162","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.0ac95c92d2e8","annexes.a2.3_learning_outcomes|table_cell","LO3.3.24","LO3.3.24"
"doc.annexes.a2.3_learning_outcomes.table_cell.0ae8d3456f31","annexes.a2.3_learning_outcomes|table_cell","Stay informed about developments in copyright and licensing regulations in digital contexts.","Op de hoogte blijven van ontwikkelingen in auteursrecht- en licentieregelgeving in digitale contexten."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.46","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.44","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.163","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.1d4d3d4274af","annexes.a2.3_learning_outcomes|table_cell","LO3.3.25","LO3.3.25"
"doc.annexes.a2.3_learning_outcomes.table_cell.6e579027c184","annexes.a2.3_learning_outcomes|table_cell","Promote and support awareness and understanding of legal and ethical copyright and licensing practices in digital contexts.","Bewustzijn en begrip van juridische en ethische auteursrecht- en licentiepraktijken in digitale contexten bevorderen en ondersteunen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.47","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.45","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.164","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.5a1484526767","annexes.a2.3_learning_outcomes|table_cell","LO3.3.26","LO3.3.26"
"doc.annexes.a2.3_learning_outcomes.table_cell.726ab6721ff1","annexes.a2.3_learning_outcomes|table_cell","Apply advanced knowledge of intellectual property rights, copyright and licensing concepts in digital contexts to inform decision-making.","Geavanceerde kennis van intellectuele eigendomsrechten, auteursrecht en licentiebegrippen in digitale contexten toepassen om besluitvorming te onderbouwen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.48","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.101","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.165","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.19a5c1ce5e51","annexes.a2.3_learning_outcomes|table_cell","LO3.3.27","LO3.3.27"
"doc.annexes.a2.3_learning_outcomes.table_cell.f1a535b72705","annexes.a2.3_learning_outcomes|table_cell","Lead or contribute to policies or guidelines on copyright and licensing in digital contexts.","Leiding geven aan of bijdragen aan beleid of richtlijnen over auteursrecht en licenties in digitale contexten."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.49","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer geavanceerd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.102","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.166","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.paragraph.39318162afc5","annexes.a2.3_learning_outcomes|paragraph","COMPETENCE AREA 3: CONTENT CREATION - Competence 3.4 Computational thinking and programming","COMPETENTIEGEBIED 3: CONTENTCREATIE - Competentie 3.4 Computationeel denken en programmeren"
"doc.annexes.a2.3_learning_outcomes.paragraph.dddde90bda26.8","annexes.a2.3_learning_outcomes|paragraph","Back to Section 3","Terug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.7f105e626849.9","annexes.a2.3_learning_outcomes|table_cell","ID","ID"
"doc.annexes.a2.3_learning_outcomes.table_cell.6b3e8b9eee21.9","annexes.a2.3_learning_outcomes|table_cell","Learning Outcome","Leerresultaat"
"doc.annexes.a2.3_learning_outcomes.table_cell.58455a4223da.9","annexes.a2.3_learning_outcomes|table_cell","Proficiency level","Beheersingsniveau"
"doc.annexes.a2.3_learning_outcomes.table_cell.7749ae779807.9","annexes.a2.3_learning_outcomes|table_cell","Knowledge, skill or attitude","Kennis, vaardigheid of attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.37f41acb6b6e.9","annexes.a2.3_learning_outcomes|table_cell","AI label","AI-label"
"doc.annexes.a2.3_learning_outcomes.table_cell.f603c88291ae","annexes.a2.3_learning_outcomes|table_cell","LO3.4.01","LO3.4.01"
"doc.annexes.a2.3_learning_outcomes.table_cell.40d2a4f5ea73","annexes.a2.3_learning_outcomes|table_cell","Acknowledge the essential role of humans in determining how computer programs and AI systems are used.","De essentiële rol van mensen erkennen bij het bepalen van hoe computerprogramma's en AI-systemen worden gebruikt."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.58","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.46","annexes.a2.3_learning_outcomes|table_cell","Attitude","Attitude"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.31","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.d068e875aabf","annexes.a2.3_learning_outcomes|table_cell","LO3.4.02","LO3.4.02"
"doc.annexes.a2.3_learning_outcomes.table_cell.fc9500ee46c2","annexes.a2.3_learning_outcomes|table_cell","Identify common uses of computer programs and applications.","Veelvoorkomende toepassingen van computerprogramma's en applicaties identificeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.59","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.102","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.167","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.58a36dc38dbd","annexes.a2.3_learning_outcomes|table_cell","LO3.4.03","LO3.4.03"
"doc.annexes.a2.3_learning_outcomes.table_cell.e6238fe75178","annexes.a2.3_learning_outcomes|table_cell","Recognise computational thinking as a human activity which involves the identification of steps that can be performed by a computer to solve a problem or task.","Computationeel denken herkennen als een menselijke activiteit die het identificeren omvat van stappen die door een computer kunnen worden uitgevoerd om een probleem of taak op te lossen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.60","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.103","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.53","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.44e5db6ad744","annexes.a2.3_learning_outcomes|table_cell","LO3.4.04","LO3.4.04"
"doc.annexes.a2.3_learning_outcomes.table_cell.ef87bdf85a0e","annexes.a2.3_learning_outcomes|table_cell","Recognise what AI is in general terms.","Herkennen wat AI is in algemene termen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.61","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.aec521a1f131","annexes.a2.3_learning_outcomes|table_cell","knowledge","kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.32","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.135a67cf9716","annexes.a2.3_learning_outcomes|table_cell","LO3.4.05","LO3.4.05"
"doc.annexes.a2.3_learning_outcomes.table_cell.9982d1fa42ec","annexes.a2.3_learning_outcomes|table_cell","Identify, in a general way, what is and what is not an AI system.","Op een algemene manier identificeren wat wel en wat geen AI-systeem is."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.62","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.104","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.33","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.07ffd3c3c8ef","annexes.a2.3_learning_outcomes|table_cell","LO3.4.06","LO3.4.06"
"doc.annexes.a2.3_learning_outcomes.table_cell.a3384b870e25","annexes.a2.3_learning_outcomes|table_cell","Identify common examples of applications of AI systems.","Veelvoorkomende voorbeelden van toepassingen van AI-systemen identificeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.63","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.105","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.34","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.289904e91bf6","annexes.a2.3_learning_outcomes|table_cell","LO3.4.07","LO3.4.07"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ea5bd11d5e2","annexes.a2.3_learning_outcomes|table_cell","Give basic instructions to a computer to perform simple tasks.","Basisinstructies aan een computer geven om eenvoudige taken uit te voeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.64","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.103","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.168","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.cd8b516cbec0","annexes.a2.3_learning_outcomes|table_cell","LO3.4.08","LO3.4.08"
"doc.annexes.a2.3_learning_outcomes.table_cell.ce72028f823a","annexes.a2.3_learning_outcomes|table_cell","Represent simple sequences symbolically, and interpret simple symbolic sequences.","Eenvoudige reeksen symbolisch weergeven en eenvoudige symbolische reeksen interpreteren."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.65","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.104","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb.54","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI niet impliciet of expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.ccda0dc55d26","annexes.a2.3_learning_outcomes|table_cell","LO3.4.09","LO3.4.09"
