"location","context","source","target"
"digcomp.statement.CS2.4.07","Competence statement CS2.4.07","Take account of different perspectives to help achieve a common goal in digital environments.","Rekening houden met verschillende perspectieven om te helpen een gemeenschappelijk doel te bereiken in digitale omgevingen."
"digcomp.statement.CS2.4.08","Competence statement CS2.4.08","Use and combine a variety of digital collaboration tools, ensuring proportionate and ethical use of digital technologies and human-AI collaboration processes that meet the needs of projects, tasks and groups.","Verschillende digitale samenwerkingshulpmiddelen gebruiken en combineren, en daarbij zorgen voor proportioneel en ethisch gebruik van digitale technologieën en mens-AI-samenwerkingsprocessen die voldoen aan de behoeften van projecten, taken en groepen."
"digcomp.statement.CS2.4.09","Competence statement CS2.4.09","Lead collaboration in digital environments.","Leiding geven aan samenwerking in digitale omgevingen."
"digcomp.statement.CS2.4.10","Competence statement CS2.4.10","Help others to develop their capabilities to collaborate in digital environments.","Anderen helpen bij het ontwikkelen van hun vaardigheden om samen te werken in digitale omgevingen."
"digcomp.statement.CS2.4.11","Competence statement CS2.4.11","Promote and support proportionate, ethical and effective use of digital technologies including AI systems in collaborations.","Proportioneel, ethisch en effectief gebruik van digitale technologieën inclusief AI-systemen in samenwerkingen bevorderen en ondersteunen."
"digcomp.statement.CS2.4.12","Competence statement CS2.4.12","Design complex or specialised collaboration strategies or systems for digital environments.","Complexe of gespecialiseerde samenwerkingsstrategieën of -systemen voor digitale omgevingen ontwerpen."
"digcomp.statement.CS2.4.13","Competence statement CS2.4.13","Assist others to develop capabilities to lead collaboration in digital environments.","Anderen helpen bij het ontwikkelen van vaardigheden om leiding te geven aan samenwerking in digitale omgevingen."
"digcomp.statement.CS2.4.14","Competence statement CS2.4.14","Lead or contribute to improvements in or new solutions for human-AI collaboration.","Leiden van of bijdragen aan verbeteringen in of nieuwe oplossingen voor mens-AI-samenwerking."
"digcomp.statement.CS2.5.01","Competence statement CS2.5.01","Recognise differences in verbal and non-verbal behaviour in digital and non-digital environments, and that there are cultural and contextual differences in verbal and non-verbal digital communication.","Verschillen herkennen in verbaal en non-verbaal gedrag in digitale en niet-digitale omgevingen, en dat er culturele en contextuele verschillen zijn in verbale en non-verbale digitale communicatie."
"digcomp.statement.CS2.5.02","Competence statement CS2.5.02","Acknowledge the importance of giving space to the opinions of others in digital environments.","Het belang inzien van het geven van ruimte aan de meningen van anderen in digitale omgevingen."
"digcomp.statement.CS2.5.03","Competence statement CS2.5.03","Recognise that some behaviour in digital environments may not be acceptable to others, and/or may have legal consequences.","Herkennen dat bepaald gedrag in digitale omgevingen mogelijk niet acceptabel is voor anderen en/of juridische gevolgen kan hebben."
"digcomp.statement.CS2.5.04","Competence statement CS2.5.04","Use appropriate tone and visual expression such as emoji in formal and non-formal digital environments.","Passende toon en visuele expressie zoals emoji gebruiken in formele en informele digitale omgevingen."
"digcomp.statement.CS2.5.05","Competence statement CS2.5.05","Describe the relationship between digital behaviour and digital reputation.","De relatie tussen digitaal gedrag en digitale reputatie beschrijven."
"digcomp.statement.CS2.5.06","Competence statement CS2.5.06","Prioritise behaviour that supports inclusion and a positive digital reputation for oneself and others.","Prioriteit geven aan gedrag dat inclusie en een positieve digitale reputatie van zichzelf en anderen ondersteunt."
"digcomp.statement.CS2.5.07","Competence statement CS2.5.07","Identify key rights and responsibilities of children and adults in relation to digital behaviour.","Belangrijke rechten en verantwoordelijkheden van kinderen en volwassenen in relatie tot digitaal gedrag identificeren."
"digcomp.statement.CS2.5.08","Competence statement CS2.5.08","Respond with effective and respectful communication and behaviour to difficult or complex situations in digital environments.","Met effectieve en respectvolle communicatie en gedrag reageren op moeilijke of complexe situaties in digitale omgevingen."
"digcomp.statement.CS2.5.09","Competence statement CS2.5.09","Distinguish between ethical, legal and illegal behaviours in digital environments, recognising that these distinctions may be complex.","Onderscheid maken tussen ethisch, legaal en illegaal gedrag in digitale omgevingen, erkennend dat deze onderscheiden complex kunnen zijn."
"digcomp.statement.CS2.5.10","Competence statement CS2.5.10","Analyse patterns of abuse of specific groups in digital environments and their potential impacts, and describe ways in which they can be reported and tackled.","Patronen van misbruik van specifieke groepen in digitale omgevingen en hun potentiële effecten analyseren, en manieren beschrijven waarop deze kunnen worden gemeld en aangepakt."
"digcomp.statement.CS2.5.11","Competence statement CS2.5.11","Promote and support inclusive and respectful behaviour in digital environments.","Inclusief en respectvol gedrag in digitale omgevingen bevorderen en ondersteunen."
"digcomp.statement.CS2.5.12","Competence statement CS2.5.12","Support others to develop their capacities for inclusive and respectful behaviour in digital environments.","Anderen ondersteunen bij het ontwikkelen van hun vaardigheden voor inclusief en respectvol gedrag in digitale omgevingen."
"digcomp.statement.CS2.5.13","Competence statement CS2.5.13","Stay informed about developments in policies and legislation relating to behaviour in digital environments.","Op de hoogte blijven van ontwikkelingen in beleid en wetgeving met betrekking tot gedrag in digitale omgevingen."
"digcomp.statement.CS2.5.14","Competence statement CS2.5.14","Assist others to understand key rights and responsibilities under policies or legislation relating to digital behaviour in a given context.","Anderen helpen belangrijke rechten en verantwoordelijkheden te begrijpen onder beleid of wetgeving met betrekking tot digitaal gedrag in een gegeven context."
"digcomp.statement.CS2.5.15","Competence statement CS2.5.15","Lead or contribute to digital behaviour policies or initiatives.","Leiding geven aan of bijdragen aan beleid of initiatieven op het gebied van digitaal gedrag."
"digcomp.statement.CS2.6.01","Competence statement CS2.6.01","Acknowledge the benefits of implementing measures to help manage one's digital identity.","De voordelen inzien van het implementeren van maatregelen om de eigen digitale identiteit te helpen beheren."
"digcomp.statement.CS2.6.02","Competence statement CS2.6.02","Recognise features of physical and digital identities, and identify aspects of physical identity that can be linked to digital identity.","Kenmerken van fysieke en digitale identiteiten herkennen, en aspecten van fysieke identiteit identificeren die gekoppeld kunnen worden aan digitale identiteit."
"digcomp.statement.CS2.6.03","Competence statement CS2.6.03","Recognise digital identity as both a means of authenticating (validating) an individual and the data generated by an individual's online activities, and identify common forms and uses of digital identity.","Digitale identiteit herkennen als zowel een middel om een individu te authenticeren (valideren) als de data gegenereerd door de online activiteiten van een individu, en veelvoorkomende vormen en toepassingen van digitale identiteit identificeren."
"digcomp.statement.CS2.6.04","Competence statement CS2.6.04","Recognise the concept and components of a digital footprint.","Het concept en de componenten van een digitale voetafdruk herkennen."
"digcomp.statement.CS2.6.05","Competence statement CS2.6.05","Recognise that digital identity protection laws protect individuals' data and privacy.","Herkennen dat wetten voor de bescherming van digitale identiteit de data en privacy van individuen beschermen."
"digcomp.statement.CS2.6.06","Competence statement CS2.6.06","Identify and implement simple measures, such as limiting tracking and deleting browsing history, to manage digital identity.","Eenvoudige maatregelen identificeren en implementeren, zoals het beperken van tracking en het verwijderen van de browsegeschiedenis, om de digitale identiteit te beheren."
"digcomp.statement.CS2.6.07","Competence statement CS2.6.07","Acknowledge the importance of one's own role and rights in the management of digital identity.","Het belang inzien van de eigen rol en rechten bij het beheer van de digitale identiteit."
"digcomp.statement.CS2.6.08","Competence statement CS2.6.08","Identify examples of actively and passively generated information in relation to digital identity.","Voorbeelden identificeren van actief en passief gegenereerde informatie in relatie tot digitale identiteit."
"digcomp.statement.CS2.6.09","Competence statement CS2.6.09","Analyse the scope of one's own digital identity to implement protections.","De reikwijdte van de eigen digitale identiteit analyseren om beschermingsmaatregelen te implementeren."
"digcomp.statement.CS2.6.10","Competence statement CS2.6.10","Adjust settings on devices and apps, online accounts and activity tracking to help manage one’s digital identity.","Instellingen aanpassen op apparaten en apps, online accounts en activiteitstracking om de eigen digitale identiteit te helpen beheren."
"digcomp.statement.CS2.6.11","Competence statement CS2.6.11","Curate and manage one or more digital identities using a variety of features and functionalities on digital platforms or services.","Een of meer digitale identiteiten cureren en beheren met behulp van verschillende kenmerken en functionaliteiten op digitale platforms of diensten."
"digcomp.statement.CS2.6.12","Competence statement CS2.6.12","Describe ways to exercise legal rights in issues relating to digital identity.","Manieren beschrijven om wettelijke rechten uit te oefenen in kwesties die verband houden met digitale identiteit."
"digcomp.statement.CS2.6.13","Competence statement CS2.6.13","Assess one's digital identity on an ongoing basis, and use a variety of processes to manage digital identity.","De eigen digitale identiteit voortdurend beoordelen, en verschillende processen gebruiken om de digitale identiteit te beheren."
"digcomp.statement.CS2.6.14","Competence statement CS2.6.14","Assess benefits, social and ethical implications of the use of AI systems in digital identity management.","Voordelen, sociale en ethische implicaties van het gebruik van AI-systemen bij het beheer van digitale identiteit beoordelen."
"digcomp.statement.CS2.6.15","Competence statement CS2.6.15","Curate and manage digital identities for personal, professional and/or organisational purposes across a variety of platforms and services.","Digitale identiteiten cureren en beheren voor persoonlijke, professionele en/of organisatorische doeleinden over verschillende platforms en diensten."
"digcomp.statement.CS2.6.16","Competence statement CS2.6.16","Assist others with basic digital identity management.","Anderen helpen bij het basisbeheer van hun digitale identiteit."
"digcomp.statement.CS2.6.17","Competence statement CS2.6.17","Stay informed about developments in digital technologies in relation to digital identity management and protection.","Op de hoogte blijven van ontwikkelingen in digitale technologieën in relatie tot het beheer en de bescherming van de digitale identiteit."
"digcomp.statement.CS2.6.18","Competence statement CS2.6.18","Support others to deepen their capabilities in the management and curation of digital identities.","Anderen ondersteunen bij het verdiepen van hun vaardigheden in het beheer en de curatie van digitale identiteiten."
"digcomp.statement.CS2.6.19","Competence statement CS2.6.19","Advise others on complex aspects of digital identity management and rights.","Anderen adviseren over complexe aspecten van het beheer van digitale identiteit en bijbehorende rechten."
"digcomp.statement.CS3.1.01","Competence statement CS3.1.01","Acknowledge the benefits of exploring a variety of digital content creation tools to support content creation goals.","De voordelen inzien van het verkennen van verschillende hulpmiddelen voor het creëren van digitale inhoud ter ondersteuning van contentcreatiedoelen."
"digcomp.statement.CS3.1.02","Competence statement CS3.1.02","Acknowledge the importance of accessible and inclusive digital content.","Het belang inzien van toegankelijke en inclusieve digitale inhoud."
"digcomp.statement.CS3.1.03","Competence statement CS3.1.03","Identify common types of digital content and file formats, and common operational functions across digital content creation tools.","Veelvoorkomende soorten digitale inhoud en bestandsformaten identificeren, evenals veelvoorkomende operationele functies binnen hulpmiddelen voor het creëren van digitale inhoud."
"digcomp.statement.CS3.1.04","Competence statement CS3.1.04","Recognise that while AI systems can generate content, humans are essential to ensure ethical, responsible, and context-appropriate outputs.","Herkennen dat AI-systemen weliswaar inhoud kunnen genereren, maar dat mensen essentieel zijn om ethische, verantwoordelijke en context-passende outputs te waarborgen."
"digcomp.statement.CS3.1.05","Competence statement CS3.1.05","Recognise that generative AI is a particular type of AI and is one of various digital technologies that can be used to support content creation.","Herkennen dat generatieve AI een specifiek type AI is en een van de verschillende digitale technologieën die gebruikt kunnen worden om contentcreatie te ondersteunen."
"digcomp.statement.CS3.1.06","Competence statement CS3.1.06","Use basic features of content creation tools to create and edit digital content.","Basiskenmerken van hulpmiddelen voor contentcreatie gebruiken om digitale inhoud te creëren en te bewerken."
"digcomp.statement.CS3.1.07","Competence statement CS3.1.07","Purposefully explore features and functions of digital content creation tools to deepen capabilities.","Doelgericht kenmerken en functies van hulpmiddelen voor het creëren van digitale inhoud verkennen om vaardigheden te verdiepen."
"digcomp.statement.CS3.1.08","Competence statement CS3.1.08","Describe benefits and limitations in the use of digital technologies such as AI systems for content creation, using them selectively and ethically.","Voordelen en beperkingen beschrijven bij het gebruik van digitale technologieën zoals AI-systemen voor contentcreatie, en deze selectief en ethisch gebruiken."
"digcomp.statement.CS3.1.09","Competence statement CS3.1.09","Use a variety of content creation tools to create and edit digital content.","Verschillende hulpmiddelen voor contentcreatie gebruiken om digitale inhoud te creëren en te bewerken."
"digcomp.statement.CS3.1.10","Competence statement CS3.1.10","Apply strategies that enable efficient digital content creation.","Strategieën toepassen die efficiënte creatie van digitale inhoud mogelijk maken."
"digcomp.statement.CS3.1.11","Competence statement CS3.1.11","Assess audience accessibility and inclusivity needs, and create and edit digital content accordingly.","De toegankelijkheids- en inclusiviteitsbehoeften van het publiek beoordelen, en digitale inhoud dienovereenkomstig creëren en bewerken."
"digcomp.statement.CS3.1.12","Competence statement CS3.1.12","Acknowledge the importance of assessing capabilities, constraints and ethical aspects of digital content creation tools.","Het belang inzien van het beoordelen van mogelijkheden, beperkingen en ethische aspecten van hulpmiddelen voor het creëren van digitale inhoud."
"digcomp.statement.CS3.1.13","Competence statement CS3.1.13","Select and combine digital content creation tools and methods to meet complex content creation task and audience requirements.","Hulpmiddelen en methoden voor het creëren van digitale inhoud selecteren en combineren om te voldoen aan complexe contentcreatietaken en publiekseisen."
"digcomp.statement.CS3.1.14","Competence statement CS3.1.14","Create and edit complex or specialised digital content, tailored appropriately to goals and audience.","Complexe of gespecialiseerde digitale inhoud creëren en bewerken, passend afgestemd op doelen en publiek."
"digcomp.statement.CS3.1.15","Competence statement CS3.1.15","Support others to develop their capabilities in digital content creation using ethical and responsible approaches.","Anderen ondersteunen bij het ontwikkelen van hun vaardigheden in de creatie van digitale inhoud door middel van ethische en verantwoordelijke benaderingen."
"digcomp.statement.CS3.1.16","Competence statement CS3.1.16","Promote and support accessibility and inclusivity, and the selective and ethical use of AI systems, in digital content creation.","Toegankelijkheid en inclusiviteit, en het selectieve en ethische gebruik van AI-systemen bij de creatie van digitale inhoud bevorderen en ondersteunen."
"digcomp.statement.CS3.1.17","Competence statement CS3.1.17","Help others to develop advanced digital content creation capabilities.","Anderen helpen bij het ontwikkelen van geavanceerde vaardigheden in de creatie van digitale inhoud."
"digcomp.statement.CS3.1.18","Competence statement CS3.1.18","Lead or contribute to complex or specialised digital content creation initiatives.","Leiding geven aan of bijdragen aan complexe of gespecialiseerde initiatieven voor de creatie van digitale inhoud."
"digcomp.statement.CS3.1.19","Competence statement CS3.1.19","Lead or contribute to improvements in or new solutions for complex or specialised digital content.","Leiden van of bijdragen aan verbeteringen in of nieuwe oplossingen voor complexe of gespecialiseerde digitale inhoud."
"digcomp.statement.CS3.2.01","Competence statement CS3.2.01","Acknowledge the importance of ethical and transparent practices when re-using or elaborating existing digital content.","Het belang inzien van ethische en transparante praktijken bij het hergebruiken of uitwerken van bestaande digitale inhoud."
"digcomp.statement.CS3.2.02","Competence statement CS3.2.02","Acknowledge the benefits of exploring digital content integration and elaboration tools and techniques.","De voordelen inzien van het verkennen van hulpmiddelen en technieken voor de integratie en uitwerking van digitale inhoud."
"digcomp.statement.CS3.2.03","Competence statement CS3.2.03","Distinguish between editable and uneditable digital content.","Onderscheid maken tussen bewerkbare en niet-bewerkbare digitale inhoud."
"digcomp.statement.CS3.2.04","Competence statement CS3.2.04","Make changes to digital content using basic editing, formatting and integration functions.","Wijzigingen aanbrengen in digitale inhoud met behulp van basisbewerkings-, formatterings- en integratiefuncties."
"digcomp.statement.CS3.2.05","Competence statement CS3.2.05","Purposefully explore a variety of ways to integrate and re-elaborate digital content.","Doelgericht verschillende manieren verkennen om digitale inhoud te integreren en te herbewerken."
"digcomp.statement.CS3.2.06","Competence statement CS3.2.06","Adjust or integrate digital content to meet format, structure and audience requirements.","Digitale inhoud aanpassen of integreren om te voldoen aan formaat-, structuur- en publiekseisen."
"digcomp.statement.CS3.2.07","Competence statement CS3.2.07","Modify or transform digital textual, numeric or visual representations to effectively and accurately convey the meaning of data and information.","Digitale tekstuele, numerieke of visuele representaties wijzigen of transformeren om de betekenis van data en informatie effectief en nauwkeurig over te brengen."
"digcomp.statement.CS3.2.08","Competence statement CS3.2.08","Use digital technologies in a selective, ethical, transparent and responsible way to make enhancements or integrations to existing digital content.","Digitale technologieën op een selectieve, ethische, transparante en verantwoordelijke manier gebruiken om verbeteringen of integraties aan te brengen in bestaande digitale inhoud."
"digcomp.statement.CS3.2.09","Competence statement CS3.2.09","Adjust or integrate a variety of digital content to meet complex format, structure, and audience requirements.","Verschillende soorten digitale inhoud aanpassen of integreren om te voldoen aan complexe formaat-, structuur- en publiekseisen."
"digcomp.statement.CS3.2.10","Competence statement CS3.2.10","Apply digital technologies in a selective, ethical and transparent way to make improvements or integrations to complex digital content.","Digitale technologieën op een selectieve, ethische en transparante manier inzetten om verbeteringen of integraties aan te brengen in complexe digitale inhoud."
"digcomp.statement.CS3.2.11","Competence statement CS3.2.11","Support others in developing their capabilities in digital content enhancement.","Anderen ondersteunen bij het ontwikkelen van hun vaardigheden in het verbeteren van digitale inhoud."
"digcomp.statement.CS3.2.12","Competence statement CS3.2.12","Promote and support ethical and transparent practices in digital content integration and re-elaboration, informed by current digital technological developments.","Ethische en transparante praktijken bij de integratie en herbewerking van digitale inhoud bevorderen en ondersteunen, geïnformeerd door actuele technologische ontwikkelingen."
"digcomp.statement.CS3.2.13","Competence statement CS3.2.13","Evaluate and apply advanced design and data visualisation techniques to complex or specialised digital content integration and re-elaboration.","Geavanceerde ontwerp- en datavisualisatietechnieken evalueren en toepassen op complexe of gespecialiseerde integratie en herbewerking van digitale inhoud."
"digcomp.statement.CS3.2.14","Competence statement CS3.2.14","Assist others with complex digital content integration or re-elaboration tasks.","Anderen helpen bij complexe taken voor integratie en herbewerking van digitale inhoud."
"digcomp.statement.CS3.2.15","Competence statement CS3.2.15","Lead or contribute to complex digital content integration or re-elaboration initiatives, or to improvements in or new solutions for digital content integration or re-elaboration.","Leiding geven aan of bijdragen aan complexe initiatieven voor de integratie of herbewerking van digitale inhoud, of aan verbeteringen in of nieuwe oplossingen daarvoor."
"digcomp.statement.CS3.3.01","Competence statement CS3.3.01","Recognise the general concepts of copyright and licence in digital contexts, and that an individual’s original digital content is automatically copyrighted.","De algemene concepten van auteursrecht en licenties herkennen in digitale contexten, en dat op de originele digitale inhoud van een individu automatisch auteursrecht rust."
"digcomp.statement.CS3.3.02","Competence statement CS3.3.02","Recognise that copyright and licences can apply to digital content, including AI-generated content, and that these determine how content can be used and shared.","Herkennen dat auteursrecht en licenties van toepassing kunnen zijn op digitale inhoud, inclusief door AI gegenereerde inhoud, en dat deze bepalen hoe inhoud kan worden gebruikt en gedeeld."
"digcomp.statement.CS3.3.03","Competence statement CS3.3.03","Recognise that AI-generated content should be labelled as such to help others understand its origin and possibilities for further use.","Herkennen dat door AI gegenereerde inhoud als zodanig moet worden gelabeld om anderen te helpen de oorsprong en mogelijkheden voor verder gebruik te begrijpen."
"digcomp.statement.CS3.3.04","Competence statement CS3.3.04","Use and share digital content in compliance with basic legal and ethical guidelines, and identify digital content that can be used free of charge.","Digitale inhoud gebruiken en delen in overeenstemming met de basisregels van juridische en ethische richtlijnen, en digitale inhoud identificeren die gratis kan worden gebruikt."
"digcomp.statement.CS3.3.05","Competence statement CS3.3.05","Acknowledge the complexity of copyright and licences in digital contexts, prioritising a cautious approach.","De complexiteit van auteursrecht en licenties in digitale contexten inzien, met prioriteit voor een voorzichtige aanpak."
"digcomp.statement.CS3.3.06","Competence statement CS3.3.06","Define the concept of intellectual property, and distinguish between copyright, trademark, design and patent.","Het concept van intellectueel eigendom definiëren, en onderscheid maken tussen auteursrecht, handelsmerk, modelrecht en octrooi."
"digcomp.statement.CS3.3.07","Competence statement CS3.3.07","Identify common types and purposes of licences in digital contexts, including Creative Commons.","Veelvoorkomende soorten en doelen van licenties in digitale contexten identificeren, inclusief Creative Commons."
"digcomp.statement.CS3.3.08","Competence statement CS3.3.08","Describe ethical, legal and commercial implications of copyright violations in digital contexts.","Ethische, juridische en commerciële gevolgen van inbreuken op het auteursrecht in digitale contexten beschrijven."
"digcomp.statement.CS3.3.09","Competence statement CS3.3.09","Identify examples of legal and ethical challenges relating to copyright in the training of AI models.","Voorbeelden identificeren van juridische en ethische uitdagingen met betrekking tot auteursrecht bij het trainen van AI-modellen."
"digcomp.statement.CS3.3.10","Competence statement CS3.3.10","Apply legal and ethical guidelines appropriately when using and sharing digital content.","Juridische en ethische richtlijnen op een passende manier toepassen bij het gebruiken en delen van digitale inhoud."
"digcomp.statement.CS3.3.11","Competence statement CS3.3.11","Describe key features of current legislation in relation to digital copyright and licences.","Belangrijkste kenmerken van de huidige wetgeving met betrekking tot digitaal auteursrecht en licenties beschrijven."
"digcomp.statement.CS3.3.12","Competence statement CS3.3.12","Describe examples of where copyright applies and does not apply in digital contexts, distinguishing between training data for AI systems and AI-generated content.","Voorbeelden beschrijven van waar auteursrecht wel en niet van toepassing is in digitale contexten, waarbij onderscheid wordt gemaakt tussen trainingsdata voor AI-systemen en door AI gegenereerde inhoud."
"digcomp.statement.CS3.3.13","Competence statement CS3.3.13","Assess and correctly apply legal and ethical guidelines for using and sharing digital content in complex contexts (for example in relation to AI systems).","Juridische en ethische richtlijnen voor het gebruiken en delen van digitale inhoud in complexe contexten beoordelen en correct toepassen (bijvoorbeeld in relatie tot AI-systemen)."
"digcomp.statement.CS3.3.14","Competence statement CS3.3.14","Assist others to use and share digital content in compliance with legal and ethical guidelines.","Anderen helpen bij het gebruiken en delen van digitale inhoud in overeenstemming met de juridische en ethische richtlijnen."
"digcomp.statement.CS3.3.15","Competence statement CS3.3.15","Promote and support awareness and understanding of legal and ethical copyright and licensing practices in digital contexts.","Bewustzijn en begrip van juridische en ethische auteursrecht- en licentiepraktijken in digitale contexten bevorderen en ondersteunen."
"digcomp.statement.CS3.3.16","Competence statement CS3.3.16","Apply advanced knowledge of intellectual property rights, copyright and licensing concepts in digital contexts to inform decision-making.","Geavanceerde kennis van intellectuele eigendomsrechten, auteursrecht en licentieconcepten in digitale contexten toepassen ter ondersteuning van besluitvorming."
"digcomp.statement.CS3.3.17","Competence statement CS3.3.17","Lead or contribute to policies or guidelines on copyright and licensing in digital contexts.","Leiding geven aan of bijdragen aan beleid of richtlijnen over auteursrecht en licenties in digitale contexten."
"digcomp.statement.CS3.4.01","Competence statement CS3.4.01","Recognise the role of programming in society, and common uses of computer programs and applications.","De rol van programmeren in de samenleving en het veelvoorkomende gebruik van computerprogramma's en applicaties herkennen."
"digcomp.statement.CS3.4.02","Competence statement CS3.4.02","Recognise computational thinking as a human activity which involves the identification of steps that can be performed by a computer to solve a problem or task.","Computationeel denken herkennen als een menselijke activiteit die het identificeren van stappen omvat die door een computer kunnen worden uitgevoerd om een probleem of taak op te lossen."
"digcomp.statement.CS3.4.03","Competence statement CS3.4.03","Recognise what AI is in general terms, making a basic distinction between what is and what is not an AI system.","In algemene termen herkennen wat AI is, een basisonderscheid makend tussen wat wel en niet een AI-systeem is."
"digcomp.statement.CS3.4.04","Competence statement CS3.4.04","Represent simple sequences symbolically, interpret simple symbolic sequences, and give basic instructions to a computer to perform simple tasks.","Eenvoudige reeksen symbolisch weergeven, eenvoudige symbolische reeksen interpreteren, en basisinstructies aan een computer geven om eenvoudige taken uit te voeren."
"digcomp.statement.CS3.4.05","Competence statement CS3.4.05","Acknowledge the relevance of computational thinking, algorithmic representation and programming to everyday contexts.","De relevantie inzien van computational thinking, algoritmische weergave en programmeren voor alledaagse contexten."
"digcomp.statement.CS3.4.06","Competence statement CS3.4.06","Distinguish between a computational model of reality and reality itself.","Onderscheid maken tussen een computationeel model van de werkelijkheid en de werkelijkheid zelf."
"digcomp.statement.CS3.4.07","Competence statement CS3.4.07","Define differences between a computable problem and a non-computable problem, and general steps in computational thinking.","Verschillen definiëren tussen een berekenbaar probleem en een niet-berekenbaar probleem, en de algemene stappen in computational thinking."
"digcomp.statement.CS3.4.08","Competence statement CS3.4.08","Define foundational programming concepts and recognise that there are a variety of programming languages, each with a range of potential uses.","Fundamentele programmeerconcepten definiëren en herkennen dat er verschillende programmeertalen bestaan, elk met een reeks mogelijke toepassingen."
"digcomp.statement.CS3.4.09","Competence statement CS3.4.09","Recognise that machine learning is a type of programming used in AI that enables algorithms to learn from data and make predictions.","Herkennen dat machine learning een vorm van programmeren is die bij AI wordt gebruikt en die algoritmen in staat stelt om van data te leren en voorspellingen te doen."
"digcomp.statement.CS3.4.10","Competence statement CS3.4.10","Recognise that there are steps that should be followed to develop, validate and deploy a computer program or an AI system.","Herkennen dat er stappen gevolgd moeten worden om een computerprogramma of een AI-systeem te ontwikkelen, te valideren en te implementeren."
"digcomp.statement.CS3.4.11","Competence statement CS3.4.11","Translate basic information into logical operations, develop basic programs with control structures, and create visual representations to illustrate basic algorithms.","Basisinformatie vertalen naar logische bewerkingen, eenvoudige programma's met controlestructuren ontwikkelen, en visuele representaties maken om basisalgoritmen te illustreren."
"digcomp.statement.CS3.4.12","Competence statement CS3.4.12","Acknowledge the importance of human oversight and human-centric approaches in the development and deployment of computer programs and AI systems.","Het belang inzien van menselijk toezicht en mensgerichte benaderingen bij de ontwikkeling en implementatie van computerprogramma's en AI-systemen."
"digcomp.statement.CS3.4.13","Competence statement CS3.4.13","Describe the main steps in developing, validating and deploying a computer program or an AI system.","De belangrijkste stappen beschrijven bij het ontwikkelen, valideren en implementeren van een computerprogramma of een AI-systeem."
"digcomp.statement.CS3.4.14","Competence statement CS3.4.14","Describe examples of the application of computational thinking and programming in robotics.","Voorbeelden beschrijven van de toepassing van computational thinking en programmeren in de robotica."
"digcomp.statement.CS3.4.15","Competence statement CS3.4.15","Distinguish between main types of machine learning.","Onderscheid maken tussen de belangrijkste soorten machine learning."
"digcomp.statement.CS3.4.16","Competence statement CS3.4.16","Assess ethical and practical aspects of the development and deployment of computer programs and AI systems.","Ethische en praktische aspecten van de ontwikkeling en implementatie van computerprogramma's en AI-systemen beoordelen."
"digcomp.statement.CS3.4.17","Competence statement CS3.4.17","Identify and (partially or fully) automate routine tasks with programming tools or AI systems.","Routinetaken identificeren en (gedeeltelijk of volledig) automatiseren met programmeertools of AI-systemen."
"digcomp.statement.CS3.4.18","Competence statement CS3.4.18","Apply programming tools or AI systems to complex computational thinking tasks.","Programmeerhulpmiddelen of AI-systemen toepassen op complexe taken op het gebied van computational thinking."
"digcomp.statement.CS3.4.19","Competence statement CS3.4.19","Promote and support ethical programming and/or AI system development practices.","Ethische programmeer- en/of AI-systeemontwikkelingspraktijken bevorderen en ondersteunen."
"digcomp.statement.CS3.4.20","Competence statement CS3.4.20","Stay informed about current developments in programming techniques and related applications of AI systems, such as robotics.","Op de hoogte blijven van de huidige ontwikkelingen in programmeertechnieken en gerelateerde toepassingen van AI-systemen, zoals robotica."
"digcomp.statement.CS3.4.21","Competence statement CS3.4.21","Lead or contribute to complex projects focused on applications of computational thinking, programming or AI systems, including developing, validating and deploying computer programs or AI systems.","Leiding geven aan of bijdragen aan complexe projecten gericht op toepassingen van computational thinking, programmeren of AI-systemen, inclusief het ontwikkelen, valideren en implementeren van computerprogramma's of AI-systemen."
"digcomp.statement.CS3.4.22","Competence statement CS3.4.22","Assist others to develop basic programming capabilities and/or capabilities in the application of AI systems to computational thinking tasks.","Anderen helpen bij het ontwikkelen van basisprogrammeervaardigheden en/of vaardigheden in het toepassen van AI-systemen bij taken op het gebied van computational thinking."
"digcomp.statement.CS4.1.01","Competence statement CS4.1.01","Acknowledge the importance of one's individual role in protecting digital devices and their contents.","Het belang inzien van de eigen individuele rol bij het beschermen van digitale apparaten en hun inhoud."
"digcomp.statement.CS4.1.02","Competence statement CS4.1.02","Recognise that individual actions and cybersecurity tools work together to help keep devices and their contents secure.","Herkennen dat individuele acties en cybersecurityhulpmiddelen samenwerken om apparaten en hun inhoud veilig te houden."
"digcomp.statement.CS4.1.03","Competence statement CS4.1.03","Recognise that there is cybersecurity legislation that helps to ensure the security of products and services.","Herkennen dat er cybersecuritywetgeving bestaat die helpt de veiligheid van producten en diensten te waarborgen."
"digcomp.statement.CS4.1.04","Competence statement CS4.1.04","Identify and apply basic device protection measures such as antivirus software, screen locking, strong passwords, and multi-factor authentication.","Basisbeschermingsmaatregelen voor apparaten identificeren en toepassen, zoals antivirussoftware, schermvergrendeling, sterke wachtwoorden en multifactorauthenticatie."
"digcomp.statement.CS4.1.05","Competence statement CS4.1.05","Acknowledge the importance of remaining vigilant to and up-to-date with cybersecurity practices.","Het belang inzien van waakzaam blijven en op de hoogte blijven van cybersecuritypraktijken."
