"location","context","source","target"
"digcomp.glossary.platform_economy.definition","Glossary definition for Platform economy","Digital matching companies that use online platforms to connect service providers with consumers, facilitating peer-to-peer transactions and enabling value-creating interactions within a network. These platforms serve as technological infrastructures for exchanging goods and services among various groups of producers and consumers.","Bedrijven die online platforms gebruiken om dienstverleners in contact te brengen met consumenten, waardoor peer-to-peer transacties worden vergemakkelijkt en waardecreërende interacties binnen een netwerk mogelijk worden gemaakt. Deze platforms dienen als technologische infrastructuur voor het uitwisselen van goederen en diensten tussen verschillende groepen producenten en consumenten."
"digcomp.glossary.pre-bunking.label","Glossary term","Pre-bunking","Pre-bunking"
"digcomp.glossary.pre-bunking.definition","Glossary definition for Pre-bunking","A set of strategies that individuals can employ to build pre-emptive resilience to misinformation, by addressing misinformation sources at a higher level than their specific misinformation claims.","Een reeks strategieën die individuen kunnen inzetten om preventieve weerbaarheid tegen misinformatie op te bouwen, door misinformatiebronnen op een hoger niveau aan te pakken dan hun specifieke misinformatieclaims."
"digcomp.glossary.privacy.label","Glossary term","Privacy","Privacy"
"digcomp.glossary.privacy.definition","Glossary definition for Privacy","In the context of legislation such as the General Data Protection Regulation (GDPR, 2018), data privacy refers to the empowerment of users to make their own decisions about who can process their data, and for what purpose.","In de context van wetgeving zoals de Algemene Verordening Gegevensbescherming (AVG, 2018) verwijst dataprivacy naar de bekrachtiging van gebruikers om hun eigen beslissingen te nemen over wie hun gegevens mag verwerken en voor welk doel."
"digcomp.glossary.privacy_tool.label","Glossary term","Privacy tool","Privacytool"
"digcomp.glossary.privacy_tool.definition","Glossary definition for Privacy tool","A digital technology that protects the privacy of the user, typically working together with internet usage to control or limit the amount of user information that is shared to third parties. There are two main types of privacy tools. The first type is protecting a user's Internet privacy from the World Wide Web. There are software products that will mask or hide a user's IP address from the outside world to protect the user from identity theft. The second type of protection is hiding or deleting a user's internet traces that are on their device as a result of using the internet.","Een digitale technologie die de privacy van de gebruiker beschermt, waarbij deze doorgaans samenwerkt met internetgebruik om de hoeveelheid gebruikersinformatie die met derden wordt gedeeld te controleren of te beperken. Er zijn twee hoofdtypes privacytools. Het eerste type is het beschermen van de internetprivacy van een gebruiker tegen het wereldwijde web. Er zijn softwareproducten die het IP-adres van een gebruiker maskeren of verbergen voor de buitenwereld om de gebruiker te beschermen tegen identiteitsdiefstal. Het tweede type bescherming is het verbergen of verwijderen van de internetsporen van een gebruiker die op hun apparaat staan als gevolg van het gebruik van internet."
"digcomp.glossary.problem_solving.label","Glossary term","Problem solving","Probleemoplossing"
"digcomp.glossary.problem_solving.definition","Glossary definition for Problem solving","Engaging in cognitive and metacognitive processes individually or with others to achieve a task where the method of solution is not immediately obvious. It includes identifying and defining the problem, searching for information, and testing and applying one or more potential solutions, and is done at least partially in a digital environment.","Het aangaan van cognitieve en metacognitieve processen, individueel of met anderen, om een taak te volbrengen waarbij de oplossingsmethode niet onmiddellijk voor de hand ligt. Het omvat het identificeren en definiëren van het probleem, het zoeken naar informatie, en het testen en toepassen van een of meer potentiële oplossingen, en wordt ten minste gedeeltelijk in een digitale omgeving gedaan."
"digcomp.glossary.proficiency_level.label","Glossary term","Proficiency level","Beheersingsniveau"
"digcomp.glossary.proficiency_level.definition","Glossary definition for Proficiency level","In DigComp 3.0, proficiency levels describe the level of acquisition of an individual of a digital competence, according to cognitive challenge, task complexity and level of autonomy. DigComp 3.0 distinguishes between four proficiency levels (Basic, Intermediate, Advanced and Highly Advanced). For existing DigComp users, the relationship between the DigComp 3.0 proficiency levels and previous versions of DigComp is shown in Annex 1 of the DigComp 3.0 framework.","In DigComp 3.0 beschrijven bekwaamheidsniveaus het niveau van verwerving van een digitale competentie door een individu, op basis van cognitieve uitdaging, taakcomplexiteit en mate van autonomie. DigComp 3.0 maakt onderscheid tussen vier bekwaamheidsniveaus (Basis, Gemiddeld, Geavanceerd en Zeer geavanceerd). Voor bestaande DigComp-gebruikers wordt de relatie tussen de DigComp 3.0-bekwaamheidsniveaus en eerdere versies van DigComp getoond in Bijlage 1 van het DigComp 3.0-raamwerk."
"digcomp.glossary.pseudonymisation.label","Glossary term","Pseudonymisation","Pseudonimisering"
"digcomp.glossary.pseudonymisation.definition","Glossary definition for Pseudonymisation","In the General Data Protection Regulation (GDPR, 2018), pseudonymisation refers to the processing of personal data in such a manner that the data can no longer be attributed to a specific data subject without the use of additional information, provided that such additional information is kept separately and is subject to technical and organisational measures to ensure that the personal data are not attributed to an identified or identifiable natural person.","In de Algemene Verordening Gegevensbescherming (AVG, 2018) verwijst pseudonimisering naar het verwerken van persoonsgegevens op een zodanige wijze dat de gegevens niet meer aan een specifieke betrokkene kunnen worden gekoppeld zonder dat er aanvullende gegevens worden gebruikt, mits deze aanvullende gegevens apart worden bewaard en technische en organisatorische maatregelen zijn genomen om ervoor te zorgen dat de persoonsgegevens niet aan een geïdentificeerde of identificeerbare natuurlijke persoon worden gekoppeld."
"digcomp.glossary.responsible_use_of_digital_technologies.label","Glossary term","Responsible use (of digital technologies)","Verantwoord gebruik (van digitale technologieën)"
"digcomp.glossary.responsible_use_of_digital_technologies.definition","Glossary definition for Responsible use (of digital technologies)","The conscious, ethical, and effective use of digital technologies to maximise their benefits and minimise their risks.","Het bewuste, ethische en effectieve gebruik van digitale technologieën om de voordelen ervan te maximaliseren en de risico's te minimaliseren."
"digcomp.glossary.reality-virtuality_rv_continuum.label","Glossary term","Reality-virtuality (RV) continuum","Realiteit-virtualiteit (RV) continuüm"
"digcomp.glossary.reality-virtuality_rv_continuum.definition","Glossary definition for Reality-virtuality (RV) continuum","Originally proposed in the 1990s for visual displays, the reality-virtuality (RV) continuum has a purely real environment at one end, consisting solely of real objects, and at the other end, a purely virtual environment, consisting solely of virtual objects. Any environment which consists of blending real and virtual objects is termed Mixed Reality (MR). Mixed reality environments where the real world is augmented with virtual content are called augmented reality (AR), while those where most of the content is virtual but there is some awareness or inclusion of real world objects are called augmented virtuality (AV). The concept was updated in 2021 to cover sensory input in addition to visual.","Oorspronkelijk voorgesteld in de jaren 1990 voor visuele weergaven, heeft het realiteit-virtualiteit (RV) continuüm een puur reële omgeving aan het ene uiteinde, uitsluitend bestaande uit reële objecten, en aan het andere uiteinde een puur virtuele omgeving, uitsluitend bestaande uit virtuele objecten. Elke omgeving die bestaat uit het mengen van reële en virtuele objecten wordt Mixed Reality (MR) genoemd. Mixed reality-omgevingen waarbij de reële wereld wordt aangevuld met virtuele inhoud worden augmented reality (AR) genoemd, terwijl omgevingen waarbij het grootste deel van de inhoud virtueel is, maar er een zeker bewustzijn of opname is van reële objecten, augmented virtuality (AV) worden genoemd. Het concept werd in 2021 bijgewerkt om naast visuele ook zintuiglijke input te omvatten."
"digcomp.glossary.right_to_disconnect.label","Glossary term","Right to disconnect","Recht om onbereikbaar te zijn"
"digcomp.glossary.right_to_disconnect.definition","Glossary definition for Right to disconnect","Refers to a worker’s right to be able to disengage from work and refrain from engaging in work-related digital communication, such as emails or other messages, during non-work hours. This concept has developed as a result of advances in communication technologies and their impact on people’s daily lives. While there is currently no comprehensive EU-wide framework defining this right, the European Parliament passed a resolution in 2021 calling for a Directive to support this right.","Verwijst naar het recht van een werknemer om zich van het werk te kunnen loskoppelen en zich te onthouden van werkgerelateerde digitale communicatie, zoals e-mails of andere berichten, buiten de werkuren. Dit concept is ontwikkeld als gevolg van de vooruitgang in communicatietechnologieën en hun impact op het dagelijks leven van mensen. Hoewel er momenteel geen alomvattend EU-raamwerk is dat dit recht definieert, heeft het Europees Parlement in 2021 een resolutie aangenomen waarin wordt opgeroepen tot een richtlijn om dit recht te ondersteunen."
"digcomp.glossary.robot.label","Glossary term","Robot","Robot"
"digcomp.glossary.robot.definition","Glossary definition for Robot","A machine—especially one programmable by a computer—capable of carrying out a complex series of actions automatically. Robots can operate with varying degrees of autonomy.","Een machine — in het bijzonder een machine die door een computer programmeerbaar is — die in staat is om automatisch een complexe reeks handelingen uit te voeren. Robots kunnen werken met verschillende mate van autonomie."
"digcomp.glossary.robotics.label","Glossary term","Robotics","Robotica"
"digcomp.glossary.robotics.definition","Glossary definition for Robotics","The interdisciplinary study and practice of the design, construction, operation, and use of robots, involving aspects of computer science and engineering disciplines (such as mechanical, electrical, electronic and materials).","De interdisciplinaire studie van en praktijk rond het ontwerp, de constructie, de werking en het gebruik van robots, waarbij aspecten van informatica en technische disciplines (zoals werktuigbouwkunde, elektrotechniek, elektronica en materiaalkunde) betrokken zijn."
"digcomp.glossary.simple_task.label","Glossary term","Simple (task)","Simpel (taak)"
"digcomp.glossary.simple_task.definition","Glossary definition for Simple (task)","In DigComp 3.0, the term 'simple' is used in reference to proficiency levels competence statements and learning outcomes. A simple task is one which is well-defined and which consists of few parts, and hence is easy to understand and complete, and is at the opposite end of a continuum which has ‘complex’ at the other end. Note that task simplicity cannot necessarily be completely described on the basis of task characteristics - the experience and perspective of an individual undertaking a task is also relevant.","In DigComp 3.0 wordt de term 'simpel' gebruikt met betrekking tot bekwaamheidsniveaus, competentiebeschrijvingen en leerresultaten. Een simpele taak is een taak die goed gedefinieerd is en uit weinig onderdelen bestaat, en daardoor gemakkelijk te begrijpen en te voltooien is; deze bevindt zich aan het ene uiterste van een continuüm met 'complex' aan het andere uiterste. Merk op dat de eenvoud van een taak niet noodzakelijkerwijs volledig kan worden beschreven op basis van taakkenmerken – de ervaring en het perspectief van een individu dat een taak uitvoert, zijn ook relevant."
"digcomp.glossary.social_engineering.label","Glossary term","Social engineering","Social engineering"
"digcomp.glossary.social_engineering.definition","Glossary definition for Social engineering","The act of manipulating or deceiving individuals, especially using psychological persuasion, to gain access to systems containing data, documents, and information that the social engineer should not have access to obtain. Two common approaches are (i) phishing, which uses deceptive emails, websites, or messages to trick users into revealing sensitive information or installing malware; and (ii) baiting, which uses attractive advertisements or offers to entice the user into clicking on a link which contains malware or which seeks sensitive or personal data from the user. Social engineering techniques in digital environments are considered an increasingly pervasive and sophisticated threat to cybersecurity, particularly due to the application of AI technologies (e.g. voice cloning, personalising content, automated profiling). Consequences to individuals include identity theft and reputational damage.","De handeling van het manipuleren of misleiden van individuen, in het bijzonder door gebruik te maken van psychologische overreding, om toegang te krijgen tot systemen die gegevens, documenten en informatie bevatten waartoe de social engineer geen toegang zou mogen hebben. Twee veelvoorkomende benaderingen zijn (i) phishing, waarbij gebruik wordt gemaakt van misleidende e-mails, websites of berichten om gebruikers te verleiden gevoelige informatie prijs te geven of malware te installeren; en (ii) lokken (baiting), waarbij gebruik wordt gemaakt van aantrekkelijke advertenties of aanbiedingen om de gebruiker te verleiden op een link te klikken die malware bevat of die vraagt om gevoelige of persoonlijke gegevens van de gebruiker. Social engineering-technieken in digitale omgevingen worden beschouwd als een steeds hardnekkiger en geavanceerdere bedreiging voor de cybersecurity, met name door de toepassing van AI-technologieën (bijv. stemklonen, personalisering van inhoud, geautomatiseerde profilering). Gevolgen voor individuen zijn onder meer identiteitsdiefstal en reputatieschade."
"digcomp.glossary.social_innovation.label","Glossary term","Social innovation","Sociale innovatie"
"digcomp.glossary.social_innovation.definition","Glossary definition for Social innovation","The process of developing and deploying effective solutions to challenging and often systemic social and environmental issues in support of social progress.","Het proces van het ontwikkelen en inzetten van effectieve oplossingen voor uitdagende en vaak systemische sociale en ecologische problemen ter ondersteuning van sociale vooruitgang."
"digcomp.glossary.social_media.label","Glossary term","Social media","Sociale media"
"digcomp.glossary.social_media.definition","Glossary definition for Social media","A range of digital technologies that facilitate the creation, sharing and aggregation of content (such as ideas, interests, and other forms of expression) amongst virtual communities and networks. Their common features include online platforms which enable users to create and share content and participate in social networking; user-generated content; service-specific profiles; and the connection of individual user profiles to other individuals or groups.","Een reeks digitale technologieën die het maken, delen en aggregeren van inhoud (zoals ideeën, interesses en andere vormen van expressie) tussen virtuele gemeenschappen en netwerken vergemakkelijken. Hun gemeenschappelijke kenmerken omvatten online platforms die gebruikers in staat stellen inhoud te creëren en te delen en deel te nemen aan sociale netwerken; door gebruikers gegenereerde inhoud; servicespecifieke profielen; en de verbinding van individuele gebruikersprofielen met andere individuen of groepen."
"digcomp.glossary.social_media_influencer.label","Glossary term","Social media influencer","Influencer op sociale media"
"digcomp.glossary.social_media_influencer.definition","Glossary definition for Social media influencer","Online content creators who post content on social media or video-sharing platforms through which they impact society, public opinion and the personal views of their audience, often showcased through their authenticity-based relationship with their audience. Influencers often have a commercial intent and engage with commercial actors through different business models for monetisation purposes.","Online content creators die inhoud plaatsen op sociale media of videoplatforms waarmee ze impact hebben op de samenleving, de publieke opinie en de persoonlijke opvattingen van hun publiek, vaak aangetoond door hun op authenticiteit gebaseerde relatie met hun publiek. Influencers hebben vaak een commerciële intentie en werken samen met commerciële actoren via verschillende bedrijfsmodellen voor monetisatie-doeleinden."
"digcomp.glossary.software.label","Glossary term","Software","Software"
"digcomp.glossary.software.definition","Glossary definition for Software","Computer programs that instruct the execution of a computer. Software can be categorised into operating systems (which manage hardware resources and provide services for applications) and application software (which performs specific tasks for users). Software development covers several phases (design, programming, testing, release and maintenance).","Computerprogramma's die de uitvoering van een computer instrueren. Software kan worden onderverdeeld in besturingssystemen (die hardwarebronnen beheren en diensten leveren voor applicaties) en applicatiesoftware (die specifieke taken voor gebruikers uitvoert). Softwareontwikkeling beslaat verschillende fasen (ontwerp, programmering, testen, release en onderhoud)."
"digcomp.glossary.specialised_purpose_task.label","Glossary term","Specialised (purpose, task)","Gespecialiseerd (doel, taak)"
"digcomp.glossary.specialised_purpose_task.definition","Glossary definition for Specialised (purpose, task)","In DigComp 3.0, particularly in reference to proficiency levels, competence statements and learning outcomes, references are made to specialised purposes and tasks. Here, specialised means related to a particular discipline, field or area.","In DigComp 3.0 wordt, met name met betrekking tot bekwaamheidsniveaus, competentiebeschrijvingen en leerresultaten, verwezen naar gespecialiseerde doelen en taken. Hier betekent gespecialiseerd: gerelateerd aan een bepaalde discipline, vakgebied of terrein."
"digcomp.glossary.task.label","Glossary term","Task","Taak"
"digcomp.glossary.task.definition","Glossary definition for Task","In DigComp 3.0, particularly in reference to proficiency levels, competence statements and learning outcomes, a task is a specific activity which involves the use of digital technologies that contributes to a goal, in any context – everyday life, work, or learning. Tasks can vary in size, duration and complexity and may be carried out individually or in collaboration with others.","In DigComp 3.0 is een taak, met name met betrekking tot bekwaamheidsniveaus, competentiebeschrijvingen en leerresultaten, een specifieke activiteit waarbij gebruik wordt gemaakt van digitale technologieën die bijdraagt aan een doel, in elke context – het dagelijks leven, werk of leren. Taken kunnen variëren in omvang, duur en complexiteit en kunnen individueel of in samenwerking met anderen worden uitgevoerd."
"digcomp.glossary.trustworthy_ai.label","Glossary term","Trustworthy AI","Betrouwbare AI"
"digcomp.glossary.trustworthy_ai.definition","Glossary definition for Trustworthy AI","Trustworthy AI has three components: (1) it should be lawful, ensuring compliance with all applicable laws and regulations (2) it should be ethical, demonstrating respect for, and ensure adherence to, ethical principles and values and (3) it should be robust, both from a technical and social perspective, since, even with good intentions, AI systems can cause unintentional harm. Trustworthy AI concerns not only the trustworthiness of the AI system but also comprises the trustworthiness of all processes and actors that are part of the AI system’s life cycle.","Betrouwbare AI heeft drie componenten: (1) het moet rechtmatig zijn en naleving van alle toepasselijke wet- en regelgeving waarborgen (2) het moet ethisch zijn, blijk geven van respect voor en naleving van ethische principes en waarden en (3) het moet robuust zijn, zowel vanuit technisch als sociaal perspectief, aangezien AI-systemen zelfs met goede bedoelingen onbedoelde schade kunnen aanrichten. Betrouwbare AI betreft niet alleen de betrouwbaarheid van het AI-systeem zelf, maar omvat ook de betrouwbaarheid van alle processen en actoren die deel uitmaken van de levenscyclus van het AI-systeem."
"digcomp.glossary.united_nations_un_global_digital_compact_gdc.label","Glossary term","United Nations (UN) Global Digital Compact (GDC)","Global Digital Compact (GDC) van de Verenigde Naties (VN)"
"digcomp.glossary.united_nations_un_global_digital_compact_gdc.definition","Glossary definition for United Nations (UN) Global Digital Compact (GDC)","The first comprehensive framework for global digital governance agreed by UN Member States in 2024 which aims to foster an inclusive, open, safe and secure digital space that respects, protects and promotes human rights. The UN Office for Digital and Emerging Technologies, set up in January 2025, supports follow-up and implementation of the GDC.","Het eerste alomvattende raamwerk voor mondiaal digitaal bestuur waarover de VN-lidstaten in 2024 overeenstemming hebben bereikt en dat tot doel heeft een inclusieve, open, veilige en beveiligde digitale ruimte te bevorderen waarin mensenrechten worden gerespecteerd, beschermd en bevorderd. Het VN-bureau voor digitale en opkomende technologieën, opgericht in januari 2025, ondersteunt de follow-up en implementatie van de GDC."
"digcomp.glossary.universal_meaningful_connectivity_umc.label","Glossary term","Universal Meaningful Connectivity (UMC)","Universele zinvolle connectiviteit (UMC)"
"digcomp.glossary.universal_meaningful_connectivity_umc.definition","Glossary definition for Universal Meaningful Connectivity (UMC)","The possibility for everyone to enjoy a safe, enriching, productive and affordable online experience, consisting of six interdependent dimensions: quality of the connection, availability for use, affordability, devices, skills and security.","De mogelijkheid voor iedereen om te genieten van een veilige, verrijkende, productieve en betaalbare online ervaring, bestaande uit zes onderling afhankelijke dimensies: kwaliteit van de verbinding, beschikbaarheid voor gebruik, betaalbaarheid, apparaten, vaardigheden en veiligheid."
"digcomp.glossary.unplugged_activities.label","Glossary term","‘Unplugged’ activities","‘Unplugged’ activiteiten"
"digcomp.glossary.unplugged_activities.definition","Glossary definition for ‘Unplugged’ activities","Activities that don’t involve screens or electronic devices. They can range from hobbies and exercise to social engagements that require no digital input. In DigComp 3.0, unplugged activities refer primarily to teaching and learning activities which do not require any digital input.","Activiteiten die geen schermen of elektronische apparaten omvatten. Ze kunnen variëren van hobby's en lichaamsbeweging tot sociale activiteiten die geen digitale invoer vereisen. In DigComp 3.0 verwijzen unplugged-activiteiten voornamelijk naar onderwijs- en leeractiviteiten die geen digitale invoer vereisen."
"digcomp.glossary.user_experience_ux_and_customer_experience_cx.label","Glossary term","User experience (UX) and Customer experience (CX)","Gebruikerservaring (UX) en klantervaring (CX)"
"digcomp.glossary.user_experience_ux_and_customer_experience_cx.definition","Glossary definition for User experience (UX) and Customer experience (CX)","UX is how a user interacts with and experiences a product, system or service. It includes a person's perceptions of utility, ease of use, and efficiency. CX refers to the cognitive, affective, sensory, and behavioral responses of a customer during all stages of the consumption process including pre-purchase, consumption, and post-purchase. In DigComp 3.0, CX and UX relate specifically to digital contexts.","UX is hoe een gebruiker met een product, systeem of dienst omgaat en deze ervaart. Het omvat de perceptie van een persoon over nut, gebruiksgemak en efficiëntie. CX verwijst naar de cognitieve, affectieve, sensorische en gedragsmatige reacties van een klant tijdens alle fasen van het consumptieproces, inclusief vóór de aankoop, tijdens de consumptie en na de aankoop. In DigComp 3.0 hebben CX en UX specifiek betrekking op digitale contexten."
"digcomp.glossary.virtual_assistant.label","Glossary term","Virtual assistant","Virtuele assistent"
"digcomp.glossary.virtual_assistant.definition","Glossary definition for Virtual assistant","Digital technology that can perform a range of tasks or services for a user based on user input such as commands or questions, including verbal ones. Such technologies often incorporate chatbot capabilities to streamline task execution. The interaction may be via text, graphical interface, or voice, as some virtual assistants are able to interpret human speech and respond via synthesised voices. In many cases, users use verbal commands to access information online, control home devices and media playback, and manage other basic tasks such as email, to-do lists, and calendars. Companies in various industries often incorporate some kind of virtual assistant technology into their customer service or support.","Digitale technologie die een reeks taken of diensten voor een gebruiker kan uitvoeren op basis van input van de gebruiker, zoals commando's of vragen, inclusief mondelinge. Dergelijke technologieën maken vaak gebruik van chatbot-mogelijkheden om de uitvoering van taken te stroomlijnen. De interactie kan via tekst, grafische interface of spraak verlopen, aangezien sommige virtuele assistenten menselijke spraak kunnen interpreteren en reageren via gesynthetiseerde stemmen. In veel gevallen gebruiken gebruikers gesproken commando's om online informatie te raadplegen, apparaten in huis en het afspelen van media te bedienen, en andere basistaken te beheren zoals e-mail, takenlijsten en agenda's. Bedrijven in verschillende sectoren integreren vaak een vorm van virtuele assistent-technologie in hun klantenservice of ondersteuning."
"digcomp.glossary.virtual_reality_realities_vr.label","Glossary term","Virtual reality, realities (VR)","Virtual reality, realiteiten (VR)"
"digcomp.glossary.virtual_reality_realities_vr.definition","Glossary definition for Virtual reality, realities (VR)","Typically refers to three-dimensional, immersive, fully computer-generated environments to which users access, e.g., through virtual reality headsets. Different concepts such as augmented reality (AR) and mixed reality (MR) are used to refer to various grades along the reality-virtuality continuum. It has been proposed that the term 'extended reality' (XR) covers all of these digital technologies.","Verwijst doorgaans naar driedimensionale, immersieve, volledig door de computer gegenereerde omgevingen waartoe gebruikers toegang hebben, bijv. via virtual reality-headsets. Verschillende concepten zoals augmented reality (AR) en mixed reality (MR) worden gebruikt om te verwijzen naar verschillende gradaties op het realiteit-virtualiteit continuüm. Er is voorgesteld dat de term 'extended reality' (XR) al deze digitale technologieën dekt."
"digcomp.glossary.wellbeing_in_digital_environments.label","Glossary term","Wellbeing (in digital environments)","Welzijn (in digitale omgevingen)"
"digcomp.glossary.wellbeing_in_digital_environments.definition","Glossary definition for Wellbeing (in digital environments)","A state of physical, mental and social wellness in relation to an individual's usage of and presence in digital environments. The physical aspect refers to a range of characteristics, such as sleep and rest, balance of physical and sedentary activity, posture and musculoskeletal health and eyesight. The mental aspect also refers to a range of characteristics such as presence or absence of depression, anxiety, low self-esteem or problematic usage of digital technologies affecting mental wellbeing. The social wellbeing aspect refers to a sense of involvement with individuals and communities (e.g. access to and use of social capital; social trust; social connectedness).","Een toestand van fysiek, mentaal en sociaal welzijn in relatie tot het gebruik van en de aanwezigheid van een individu in digitale omgevingen. Het fysieke aspect verwijst naar een reeks kenmerken, zoals slaap en rust, evenwicht tussen fysieke en zittende activiteiten, houding, gezondheid van het bewegingsapparaat en gezichtsvermogen. Het mentale aspect verwijst ook naar een reeks kenmerken zoals de aanwezigheid of afwezigheid van depressie, angst, een laag zelfbeeld of problematisch gebruik van digitale technologieën die het mentale welzijn beïnvloeden. Het sociale aspect van welzijn verwijst naar een gevoel van betrokkenheid bij individuen en gemeenschappen (bijv. toegang tot en gebruik van sociaal kapitaal; sociaal vertrouwen; sociale verbondenheid)."
"","framework","framework","raamwerk"
"","framework","framework","raamwerk"
"","framework","framework","raamwerk"
"","framework","framework","raamwerk"
